English,Kiswahili,Ekegusii,Domain
"4th Floor, Bank of Agriculture building, 162 Independence Avenue, Central Business District Abuja, Nigeria. aatf Telephone : +234 9 4605480; aatf@aatf-africa.","Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Independence Avenue, Wilaya ya Biashara ya Kati Abuja, Nigeria. aatf Simu: +234 9 4605480; aatf@aatf-africa.","Enyomba ya igoro ya kane yebengi yo'oboremi, 162 oboeto bwobosibore omochie ogati bwomochie bwa'Abuja Nigeria enamba yesimi: +234 9 4605480; aatf@aatf-africa.",Agriculture
Flood alert: Schools in 15 counties to close early ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ parents collect children NOW!,Rekebisha mustakabali! Jiunge na kozi za ukarabati wa magari.,"Ogokurera igoro yetoigo! Chisukuru 15 ime chiechikaonti chisieke bwango, abaibori oyia abana baino BONO!",Education
Intervene against domestic violence; support community initiatives.,Kuingilia kati dhidi ya ukatili wa majumbani; kuunga mkono mipango ya kijamii.,Bogoria egetmbora gotanga abanto gokorerwa bobe na goitwa; sira emeroberio yekenyoro.,Security
Poultry farmers in the US adopt Marekâ€™s disease vaccines to protect chickens from viral infections.,Wafugaji wa kuku nchini Marekani wanatumia chanjo za ugonjwa wa Marek ili kuwalinda kuku kutokana na maambukizi ya virusi.,Abatugi bechingoko ba US babwatire oboremi â€™s kobeta chingoko chisindani nigo kogotanga amarwaire yembeo ao ao ase chingoko.,Agriculture
Avoid driving through flooded roads. Just 30cm of water can sweep away vehicles. Use alternative routes.,Epuka kuendesha gari kupitia barabara zilizojaa maji. Maji ya sentimita 30 pekee yanaweza kufyonza magari. Tumia njia mbadala.,Renda togendia egari ase emegeko yamache gose epara etubire namache.Ekerengo kia amache 30cm nabo kerayengeyie na gokorora erori.Etera chinchera ching'ao.,Security
Always have an emergency evacuation plan for your workplace.,Daima uwe na mpango wa dharura wa kuhamisha watu mahali pako pa kazi.,Kera chingaki kabe na ase oranyanyare kominchoreria ekero kiomobasekano ase egasi.,Security
Upgrade facilities! Install clean water systems in schools.,Boresha vifaa! Sakinisha mifumo ya maji safi shuleni.,Agacha amaagacho amayia! Beka amache amarabu esukuru.,Education
Secure schools! Install fences to prevent banditry.,Linda shule! Weka uzio ili kuzuia ujambazi.,Renda chisukuru! Agacha chimabago chiamagena gotanda obokegago bonde bwonsi,Education
"Announcement that clubs will offer peer-led education, counseling referrals and healthy cafeteria initiatives.","Tangazo kwamba vilabu vitatoa elimu inayoongozwa na wenzao, marejeleo ya ushauri nasaha na mipango ya mkahawa yenye afya.","Okoraria inga ebirabu mbirente amasomo akoraagwa na abanyene, ogitebererigwa na gokanywa na emeroberio ya ekaagwa ere na' afia",Health
Authorities warned Western and Nyanza communities of suspected terror recruitment and urged reporting of suspicious behavior.,Mamlaka zilionya jamii za Magharibi na Nyanza kuhusu tuhuma za kuajiri watu wanaoshukiwa kuwa magaidi na kuhimiza kuripotiwa kwa tabia zinazoshukiwa.,Aabarai mbakurerete ebinyoro bia Mocha na Nyanza igoro yogosoigwa ase obokebago bwogoaka chipomu na gosororwa komanyia abagambi igoro ya kende gionsi giechitang'utang'u.,Security
"Key causes of TB include undernutrition, HIV, alcohol use disorders, smoking, and diabetes. Get the word out! We can eradicate TB together","Sababu kuu za Kifua Kikuu ni pamoja na lishe duni, VVU, matatizo ya matumizi ya pombe, uvutaji sigara, na kisukari. Fahamu! Tunaweza kutokomeza Kifua Kikuu pamoja","Esese nigo ekorentwa na ogotaragera buya, enyamoreo, obotindu bwa amaru, esigara amo noborwaire bwesukari. Raria eng’ana eye! Ase oboamo nabo togokora esese",Health
"Teach girls about periods, hygiene, and body changes before puberty starts.","Wafundishe wasichana kuhusu hedhi, usafi, na mabadiliko ya mwili kabla ya kubalehe kuanza.","Somia abaiseke igo ya amatuko abo yomotienyi, obochenu na ogoonchoreria kw' omobere amatuko obosae atarachaka",Health
Install carbon monoxide detectors if you use gas or kerosene heaters.,Sakinisha vigunduzi vya monoksidi kaboni ikiwa unatumia hita za gesi au mafuta ya taa.,Beka egento keria gekonyonka embeo embe onye kogotumia amaguta etaya gose egasi.,Security
"Sunken eyes, dry mouth, and less urine may indicate dehydration. Give fluids and seek care.","Macho yaliyozama, mdomo mkavu, na mkojo mdogo vinaweza kuonyesha upungufu wa maji mwilini. Mpe maji na utafute huduma.","Amaiso are egetogomera, omonwa bwomete na amasinyoro amake nebanyererio inga amache akeire onobere Enana amache na rigia obogwenia",Health
"""Do not download apps from random websites. Always use Google Play Store or Apple App Store. Unverified apps may contain malware.""","""Usipakue programu kutoka kwa tovuti zisizo rasmi. Tumia Duka la Google Play au Duka la Programu la Apple kila wakati. Programu ambazo hazijathibitishwa zinaweza kuwa na programu hasidi.""","""Tiga korusia ebikoreri biria bigonya esimi gokora egasi korwa eintaneti aende yonsi. Kera engaki binyore korwa Google Play Store gose Apple App Store"".",Security
Integrating Nutrition Sensitive Agriculture (NSA) into Agricultural value chains for improved dietary diversity and nutrition behaviors in Africa.,Kuunganisha Kilimo Kinachozingatia Lishe (NSA) katika minyororo ya thamani ya Kilimo kwa ajili ya kuboresha utofauti wa lishe na tabia za lishe barani Afrika.,Kora oboremi borengete chindara chiria chikoagacha omobere (NSA) ase oboremi bwaoerio gokinia endagera engiya ase oboagare eyio ekorenda omobere erio koreta oggonchoreria engencho buna abano bakoragera aiga Afrika.,Agriculture
IG bans possession of arms in designated areas.,IG inapiga marufuku umiliki wa silaha katika maeneo yaliyotengwa.,Omonene bwa'basikari IG okanire abanto kobogoria gose koba nechibunduki emeyega gose ogosangerekana gokobera.,Security
A legal ruling confirmed IPOA’s exclusive authority to investigate police misconduct and rejected attempts to limit its jurisdiction.,Uamuzi wa kisheria ulithibitisha mamlaka ya kipekee ya IPOA kuchunguza utovu wa nidhamu wa polisi na kukataa majaribio ya kupunguza mamlaka yake.,Okonacha gwekoti nkwaete ekeombe keria gietenererete kia abasikari (IPOA) chinguru chiogotuka buna abasikari bagokora bobe na kwanga ogosaba ng'a chinguru chiabo chikeanigwe.,Security
"""The Ministry of ICT reminds citizens that all eCitizen payments are automated. Do not send money to personal numbers for services.""","""Wizara ya TEHAMA inawakumbusha raia kwamba malipo yote ya kielektroniki ni otomatiki. Usitume pesa kwa nambari za kibinafsi kwa huduma.""","""Eminisitiri yamang'ana netekinorochi yokoererania amang'ana (ICT)nkoinyoria ere abanainchi chibesa chionsi chia eCitizen nigo chigoakanwa goetera ebengi na Mpesa chimanyekanete neserikari . Tiga gotoma chibesa gochia chinamba chabanto nonya ngake.""",Security
Recent prosecutions of officials show commitment to tackling economic crimes.,Mashtaka ya hivi karibuni dhidi ya maafisa yanaonyesha kujitolea kwao kukabiliana na uhalifu wa kiuchumi.,Okonacherwa ekina kwa abaofisa bwango iga nekiorokererio giesirikari korwania obosaria bwobogoko bwense.,Security
Community forums sponsored by IOM improved trust and intelligence sharing between residents and security.,Mabaraza ya jamii yaliyofadhiliwa na IOM yaliboresha uaminifu na ushiriki wa kijasusi kati ya wakazi na usalama.,Emesangerekano yebinyoro yasiretwe nekeombe giense igoro yobonganyi (IOM) yasegetete okwegenana na gosanga amang'ana obotuki gati ya abanto bebinyoro nabarendi boborendi.,Security
EACC introduces multiple reporting channels for whistleblowers.,EACC inaanzisha njia nyingi za kuripoti kwa wafichuzi.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) kiarure omoroberio ase abaaki enangi gokemanyia amang'ana.,Education
"Hydroponics allows soil-less growing of cattle. Learn about systems, nutrients, and managing a hydroponic setup.","Hydroponics huruhusu ukuaji wa ng'ombe bila udongo. Jifunze kuhusu mifumo, virutubisho, na kusimamia mpangilio wa hydroponics.","Oboremi bwebimeri bia roche nigo egkonya riroba . Manya igoro yomoroberio oyio, obotobu na buna orachake oboremi bwebimeri biaroche.",Agriculture
"Don't use the same password for Gmail, Facebook, and bank! If hacked, they'll all be gone.","Usitumie nenosiri moja kwa Gmail, Facebook, na benki! Ikiwa zitadukuliwa, zote zitatoweka.","Totumia enamba yesiri eyemo ase esimi, ebengi, akaonti ya Gmail, sose Facebook! Omonto aise gwesoi ase akaonti yao, onso aria kwabwate aroro nigo agosira pi na tokoyanyora rinde.",Security
"The County Government reiterates that the safety of residents remains its top priority and urges everyone to stay vigilant, follow official advisories, and support one another during this period of heavy rainfall.","Serikali ya Kaunti inarudia kwamba usalama wa wakazi unasalia kuwa kipaumbele chake cha juu na inawasihi kila mtu kuwa macho, kufuata ushauri rasmi, na kusaidiana wakati huu wa mvua kubwa.","Eserikari yechokaonti yaenekeirie abanainchi nga nare maiso goikerania oborendi na gosaba kera oyomo koba maiso, kobwatia obosemia, na gokonyana chingaki echi chiembura enyinge.",Governance
Mark your property with UV pens or engraving to help recovery if stolen.,Weka alama kwenye mali yako kwa kalamu za UV au mchoro ili kusaidia kurejesha ikiwa imeibiwa.,"Beka ebinto biao nekemanyererio ""UV pens or engraving"" gokonya kobinyora onye biaibirwe.",Security
Ensure all learners have textbooks by January 6.,Hakikisha wanafunzi wote wana vitabu vya kiada ifikapo Januari 6.,Rora nga abana bonsi mbare nebitabu biogosoma  nyuma yechitariki 6 chiomotienyi omtang'ani.,Education
Correct details on CBA portal now.,Sahihisha maelezo kwenye lango la CBA sasa.,Amang'ana amaikeranu bono igoro yechisemi chiria chirengete okwenya gwa kera omwana nao chire ase (CBA) bono.,Education
"The National Police Service commends the continued cooperation of local residents in supporting this initiative to enhance peace, security, and stability in the region.“We encourage the public to maintain their support by providing information at their nearest police station, or by calling 999, 911, or 112.","Huduma ya Kitaifa ya Polisi inapongeza ushirikiano unaoendelea wa wakazi wa eneo hilo katika kuunga mkono mpango huu wa kuimarisha amani, usalama, na utulivu katika eneo hilo. ""Tunawahimiza umma kudumisha usaidizi wao kwa kutoa taarifa katika kituo cha polisi kilicho karibu nao, au kwa kupiga simu 999, 911, au 112.""","Ekeombe kia abasikari bobokoreri (NPS) bagokeire kogenderera kobwaterana nabanto ase ogosira omoroberio oyo erio goikerania omorembe, oborendi, na gotenena bokong'u ase orogongo. Nigo togosaba abanto babe noboremu nagosira emeremo eye goetera okorwa amangana gochia porisi ere ang'e, gose goetera goaka esimi 999, 911, gose 112.",Governance
Train teachers! Support digital learning for all students.,Wafunze walimu! Saidia ujifunzaji wa kidijitali kwa wanafunzi wote.,Somia abarimu! Sira amasomo egedichitari ase abana bonsi.,Education
"On the recruitment day, candidates must report to designated centres by 8am with original and copies of their academic certificates, ID cards, birth certificates, and, where applicable, NYS discharge certificates with at least a 'GOOD' conduct rating.","Siku ya kuajiri, wagombea lazima waripoti katika vituo vilivyoteuliwa ifikapo saa 2 asubuhi wakiwa na cheti halisi na nakala za vyeti vyao vya kitaaluma, vitambulisho, vyeti vya kuzaliwa, na, inapohitajika, vyeti vya kufukuzwa vya NYS vyenye angalau ukadiriaji wa 'GOOD' wa mwenendo.","rituko riokorikwa, baria bakorigia egasi, goika baike ase chisenta chiabo chinsa 2 chia mambia bare nechisatificate chiabo buna basomete, Ekeband, esatifiketi yokoiborwa, na ase ekonyarekana, esatificate yogokora amasomo korwa obokoreri bwasae (NYS) na egekworokia buna ebikoru bioyio bire.",Governance
"Therefore, this move is part of a citywide cleaning exercise which has, so far, included orders requiring hawkers to vacate some of the CBD streets and business owners in the CBD to keep their premises clean and avoid loud systems disrupting the public, among others.","Kwa hivyo, hatua hii ni sehemu ya zoezi la usafi wa jiji lote ambalo, hadi sasa, limejumuisha maagizo yanayowataka wachuuzi kuondoka katika baadhi ya mitaa ya CBD na wamiliki wa biashara katika CBD ili kuweka majengo yao safi na kuepuka mifumo ya kelele kuwasumbua umma, miongoni mwa mengine.","Ase igo, egetambokero eke nigo kere enchera eyemo yogosibia omochie o'nairobi oganetie nga baria bakooneria ebinto biabo isiko, ekaonti yanyorire ogwancherwa kobarusia chinsemo chiomochie gati bwetaoni (CBD) chinchera gati na abanyaduka bonsi kobeka obochenu ase ebiasara biabo na gotanga amariogi amanene yamatangaso yebiasra biabo atari kogokia abanto na ayande anga buna ayio.",Governance
"Official announcement of adolescent iron–folic acid supplementation program reaching over 160,000 youth.","Tangazo rasmi la mpango wa kuongeza asidi ya chuma-foliki kwa vijana linawafikia zaidi ya vijana 160,000.","Okoraria kwa bene gwokomenta chindagera chibwate foliki ase abasae goetani 160,000",Health
"IEBCKenya Chairman Wafula Chebukati urges PWDs to walk with the Commission in its onward march to a stronger democracy & reiterates IEBC s commitment in delivering a free, fair and credible 2022 General Election that meets the democratic aspirations of Kenyan citizens","Mwenyekiti wa IEBCKenya Wafula Chebukati anawasihi watu wenye ulemavu kutembea na Tume katika harakati zake za kuelekea demokrasia imara na kusisitiza kujitolea kwa IEBC katika kutoa Uchaguzi Mkuu wa 2022 ulio huru, wa haki na wa kuaminika unaokidhi matarajio ya kidemokrasia ya raia wa Kenya.","Omonyakerogo o'IEBC Wafula Chebukati obooriri abaremaru gotara amo koeneki obochori bwobosibore, obuya, bokoegeneka 2022 chikura chinene, echio chikogenda na amagani ya abanto bonsi",Governance
Simulates real-life county fiscal choices,Huiga chaguzi halisi za fedha za kaunti,"Egekwegia buna ense ekorigia, kobanga na gotumia chibesa.",Education
"Formal launch of digital advocacy initiative mobilizing influencers and civil society to promote nutrient profiling, FOP labelling, and policy change.","Uzinduzi rasmi wa mpango wa utetezi wa kidijitali unaowahamasisha watu wenye ushawishi na asasi za kiraia ili kukuza uainishaji wa virutubisho, uwekaji lebo wa FOP, na mabadiliko ya sera.","Ogochakigwa kwa omoroberio bwokoegerera dichito, gosegeta abatiotereri okuya amo nebiombe bia abanyo erio koaranani chindagera, okobeka amangana ya FOP, Na oboonchoreri bwamachiko",Health
A rights group compiled a verified injury registry with photos and medical data to support accountability and prosecution efforts.,Kundi la haki za binadamu liliandaa sajili ya majeraha iliyothibitishwa yenye picha na data ya kimatibabu ili kusaidia juhudi za uwajibikaji na mashtaka.,Ekeombe kioboronge nkiabegete amo eripoti engikeranu igoro ya baria baumiete amo nechibicha neripoti ya nyagitari yabwate amarieta baria baumiete gosira emeroberio yokobabogoreria egatambokero na kobasoera.,Security
"Stay alert! Schools, monitor for abduction risks.","Kuwa macho! Shule, fuatilia hatari za utekaji nyara.","Kabe maiso Chisukuru, Bwatia komanya bun abana babaise koibwa korwa esukuru.",Education
The aim of the project was to support governments in six focus countries to develop national CSA programmes (and/or to integrate CSA priorities into existing ...,Lengo la mradi huo lilikuwa kuzisaidia serikali katika nchi sita zinazolenga kuendeleza programu za kitaifa za CSA (na/au kuunganisha vipaumbele vya CSA katika ...,Ekerenga ekenene kiegekoro eke nigo kiarengete gokonya serikari goikera chinse isano nemo echio chiarengire gochaka omoroberio bwoboremi obuya CSA (gose gokora oboremi obwo amo gocuia ase boria bwareo ...,Agriculture
Adult literacy classes resume Jan 13 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register free at chiefÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s office now!,Madarasa ya kusoma na kuandika ya watu wazima yataanza tena Januari 13 jiandikishe bure katika ofisi ya mkuu wa shule sasa!,"Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani chitariki 13, erike bosa ase ofisi yomogambi bono!",Education
"IEBC Chairman Wafula Chebukati urges political parties to familiarize with the Elections Operation Plan (EOP), which provides a roadmap and key timelines of the election calendar.","Mwenyekiti wa IEBC Wafula Chebukati anahimiza vyama vya siasa kufahamu Mpango wa Uendeshaji wa Uchaguzi (EOP), ambao hutoa ramani ya barabara na ratiba muhimu za kalenda ya uchaguzi.",Omonyakerogo o'IEBC Wafula Chebukati osegetire ebiama bia siasa kwemanyekani na amachiko yokoroberi obochori (EOP) yokoorokia enchera na ebitambokero ase ekalenda yobochori,Governance
Index-based livestock insurance protects pastoralists from drought losses using satellite data triggers.,Bima ya mifugo inayotegemea faharasa huwalinda wafugaji kutokana na upotevu wa ukame kwa kutumia vichocheo vya data vya setilaiti.,Ensuarence erendete abaremi bobotugi nereo ekero rioka yamanyakinire nga omobaso omonene gose etoigo gose ogwateka kwendwari etare konyarekana ekorenda abatugi gotera ebimoreki bieintenet igoro aa ase rire bokorenga ekerengo omochando ore gokonys chiinsuarence komanya nechibesa irenga bagoakana omoremi.,Security
Economic abuse limits financial independence. Financial institutions should recognize warning signs and support affected customers.,Unyanyasaji wa kiuchumi hupunguza uhuru wa kifedha. Taasisi za fedha zinapaswa kutambua ishara za onyo na kuwasaidia wateja walioathiriwa.,Obosaria bwobogoko nigo bokomiga okwenyara nogwetenenera gwechibesa. Ebiombe baria bionsi bigokora nechibesa nere buya asebire komanya bwango emechando ere motwe na buna baranyare gokonya baria bakogachera chibesa chiabo.,Security
"[TSC Recruitment] Advertisement for 46,000 teaching positions across primary, junior secondary, and secondary schools with application deadline October 7, 2024","[Kuajiri TSC] Tangazo la nafasi 46,000 za kufundisha katika shule za msingi, sekondari za chini, na sekondari huku tarehe ya mwisho ya kutuma maombi ikiwa Oktoba 7, 2024","[Buna Ekeombe Ekenene Gekorika ] Amabaga 46,000 yabarimu beukuru yoboroso atangasirwe, chisukuru chiesekenderi ya inse, amo nechisekenderi atangasirwe nomoerio bwogotoma gosaba emeremo eyio nechitariki 7 omotienyi oikomi, omwaka 2024",Education
NTSA encourages members of the public to verify through official channels.,NTSA inawahimiza wananchi kuthibitisha kupitia njia rasmi.,Ekeombe ekenene giokorenda obosombi (NTSA) yaboririe abamenyi koeneki goetera chinchera chiancheire,Governance
"A public forum in Kakamega enabled citizens to report misconduct directly to officials, strengthening community oversight.","Jukwaa la umma huko Kakamega liliwawezesha raia kuripoti utovu wa nidhamu moja kwa moja kwa maafisa, na hivyo kuimarisha usimamizi wa jamii.","Omosangerekano obonsi aaria Kakamega okonyire abanainchi komanyia abane gotyaertera monto onde igoro yogokora bobe kwabasikari gochia abanene, naigo yakonya kwororobia gokora emeremo.",Security
Fake job offers like 'Earn KSh 50k daily from home' are scams.Avoid upfront payments.,Ofa bandia za kazi kama vile 'Pata KSh 50k kila siku kutoka nyumbani' ni ulaghai. Epuka malipo ya awali.,Emeremo yoborimo buna Nyora chinusi chilifu 50 kera rituko korwa nka' namangana oborimo agotumeka gokora oboibi. Tiga korwa chibesa omanye konyora chibesa.,Security
Say no to FGM! Call 116 to report risks and protect girls.,Sema hapana kwa ukeketaji! Piga simu 116 ili kuripoti hatari na kuwalinda wasichana.,Teba yaya ase ogokebwa kwabana abanyaroka (FGM)! Aka esimi 116 komanyia ngencho ende yonsi yogokebwa na korenda abanyaroka.,Education
Blue band kicks off the campaign in Nairobi. Campaign aims at promoting good nutrition,Bendi ya Bluu yaanza kampeni jijini Nairobi. Kampeni inalenga kukuza lishe bora,Epandi ya Blue Band yachakire ekampeini omochi omonene o' Nairobi,Health
Early testing helps protect the unborn baby from HIV transmission.,Kupima mapema husaidia kumlinda mtoto ambaye hajazaliwa kutokana na maambukizi ya VVU.,Okorengwa kwa bwango ngokonye omwana ataraiborwa tombokerigwa enyamorao,Health
"Mental health is the state of wellbeing in which the individual realises their own abilities,can cope with normal sttresses of life,can work pproductively or fruitfully,and is able to make contribution to their community","Afya ya akili ni hali ya ustawi ambapo mtu hutambua uwezo wake mwenyewe, anaweza kukabiliana na matatizo ya kawaida ya maisha, anaweza kufanya kazi kwa tija au kwa matunda, na anaweza kutoa mchango kwa jamii yake.","Obochenu bwobongo nekero omonto akomanyà chinguru chiaye omonyene, akoremereri amakongu yobogima, agokora emeremo eisaine,na gosanga ase ekenyoro",Health
Access results via school portal from December 1.,Pata matokeo kupitia lango la shule kuanzia Desemba 1.,nkonyora bare amairanerio yamatemwa abo gotera chisukuru chiabo korwa etariki eyemo yomotienyi 12.,Education
All schools get Ksh 5M for science lab upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ apply before Dec 5!,Shule zote zapata Ksh 5M kwa ajili ya uboreshaji wa maabara ya sayansi ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ tuma maombi kabla ya Desemba 5!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chinyomba chiobosayansi, toma ogosaba kwao nyuma yechitariki 5 chiomotienyi 12",Education
Agriculture has periodically been shaken up by various technological revolutions. The latest? The advent of digital technologies. test Story Â· Keeping ...,Kilimo kimekuwa kikitetemeka mara kwa mara kutokana na mapinduzi mbalimbali ya kiteknolojia. Kipi cha hivi karibuni? Ujio wa teknolojia za kidijitali. Hadithi ya majaribio Â· Kuweka ...,Oboremi bwabeire bogosegetwa ekero as ekero goetera etekinorochia ya kera chingaki. Etekinorochia ya iga bwango? Nogocha gwetekinorovhia ase embeo. test Story Â· Keeping ...,Agriculture
Seamlessly register and pay for #EPC2024 participation via The Engineers Board of Kenya user-friendly e-CITIZEN platform. Enjoy convenience and efficiency as you secure your spot at this premier engineering event. To register follow this link: https://t.co/NwCH9yDwTw #EPC2024 #EngineeringAt60,Jisajili bila shida na ulipe ushiriki wa #EPC2024 kupitia jukwaa la e-CITIZEN la Bodi ya Wahandisi ya Kenya linalofaa kwa mtumiaji. Furahia urahisi na ufanisi unapojihakikishia nafasi yako katika tukio hili kuu la uhandisi. Ili kujiandikisha fuata kiungo hiki: https://t.co/NwCH9yDwTw #EPC2024 #EngineeringAt60,"Rimo rioka eeikie na goakana ase EPC2024 goikerana ase ekeombe kiabagaachi ba kenya borenge kegima ase ore nakwenyorera ribaga ase egeikaro ekeiga egeting'u kiabagaachi ime yense. ase okwerikia bwatia omoroberio,https//+.co/NWCH9YDW TW.#EPC2024# EngineeringAt60.",Governance
"Climate-smart agriculture needs to be mainstreamed into core government policy, expenditure and planning frameworks. To be effective CSA policies must ...","Kilimo kinachozingatia mabadiliko ya tabianchi kinahitaji kuingizwa katika sera kuu za serikali, matumizi na mifumo ya mipango. Ili sera za CSA ziwe na ufanisi lazima ...","Neganeirie ng'a  moroberio bwoboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire na egurargura osoigwe as omoroberio bwa amachiko oboremi, koegwa chibesa chibacheti yeserikari na ase emeroberio  yesirikari. Goikerania aya, CSA amachiko igoro ya Omoroberio bwoboremi borengete ebimeri biria bikoremereria ogoonchoka kwerire na egurargura goika ...",Agriculture
"Kenya confirms two new Mpox cases in Kericho and Taita Taveta counties, raising total to 33; Health Ministry urges schools to enhance safety measures to curb spread.","Kenya yathibitisha visa viwili vipya vya Mpox katika kaunti za Kericho na Taita Taveta, na kuongeza jumla ya visa hivyo kufikia 33; Wizara ya Afya yahimiza shule kuimarisha hatua za usalama ili kupunguza kuenea kwa virusi hivyo.",Kenya yaenekirie abanto babere bande koambokerigwa Mpox ase chikaunti chia Kericho na Taita Taveta goikia enamba yonsi ase amo abarwaire 33.Ewizara y'Oborwaria yasabire chisukuru gokong'ia emeroberio y'ogotanga okoambokerigwa.,Health
The government advises members of the public to cooperate with authorities on to enhance transparency.,Serikali inawashauri wananchi kushirikiana na mamlaka ili kuongeza uwazi.,Eserekari yabasemirie abamenyi kobwaterana komenta oboasioku,Governance
Download KJSEA samples from CBA portal now.,Pakua karatasi za sampuli za KJSEA kutoka kwa lango la CBA sasa.,Nyora ebikworokereria amatemwa KJSEA samples from CBA portal now.,Education
Grade 7 reporting January 13: Bring only birth certificate ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no shopping list allowed.,Kuripoti Darasa la 7 Januari 13: Leta cheti cha kuzaliwa pekee ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ hakuna orodha ya ununuzi inayoruhusiwa.,Abana bageredi 7 bagosoa chitariki 13 omotienyi omotang'ani: Bogori esatifiketi yokoiborwa YOKA' ingana rinde nga gora eke gose keria tiyancheirwe.,Education
All Form 3 students must register as voters this week ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,Wanafunzi wote wa kidato cha 3 lazima wajiandikishe kama wapiga kura wiki hii - hakuna visingizio!,abana besecondari bafomu 3 goika berike buna abaaki chikura ewiki eye getamero getaiyo,Education
Meru Huduma Centre launches Customer Service Week: Members of the public have been urged to seek various Government services.,Kituo cha Huduma cha Meru chazindua Wiki ya Huduma kwa Wateja: Umma umehimizwa kutafuta huduma mbalimbali za Serikali.,ime ya meru kaunti mbachagetie bene omokubio bwobokoreri bene. Na abanto bonsi koborigwa goikerana ase omoroberio oyuo erio kwenyorera obokoreri ao ao bweserekari.,Governance
An annual analysis reviews terrorism trends and advises residents and travelers on safety.,Uchambuzi wa kila mwaka hupitia mitindo ya ugaidi na kuwashauri wakazi na wasafiri kuhusu usalama.,Okorigereria gwa kera omwaka bunayeboba bikoruta chipomu gwasemirie abamenyi na baria bakogenda chisafari berende.,Security
High-density informal settlements require community-led safety efforts to reduce violence.,Makazi yasiyo rasmi yenye msongamano mkubwa yanahitaji juhudi za usalama zinazoongozwa na jamii ili kupunguza vurugu.,Abanto bamenyete chirandi mabaganetie okobwaterana newbinyoro erio gokeania chiburaburu.,Security
Use a VPN on public networks to encrypt your internet traffic.,Tumia VPN kwenye mitandao ya umma ili kuficha trafiki yako ya intaneti.,Tumia chinamba chiesiri ekero ogosoa ase Wi-Fi yabanto bonsi erio bwerende korwa abant barengete koyetuka komanya ninki kere ime.,Security
Ensure safety! Protect refugee students in schools.,Hakikisha usalama! Linda wanafunzi wakimbizi shuleni.,Ensure safety! Protect refugee students in schools.,Education
"What do you do to prioritize mental health?
Talking about it is a great first step.","Unafanya nini ili kuweka kipaumbele afya ya akili?
Kuzungumzia kuhusu hilo ni hatua nzuri ya kwanza.","Ninki orakore koa afya y'obongo ribaga rigiya?
 Gotwara chinkwana igoro yaye nase agiya yogochakera.",Health
Annoucement by Kenya National Commission on Human Rights  calling recognizing mental health as a universal human right.,Tangazo la Tume ya Kitaifa ya Haki za Kibinadamu ya Kenya likitaka kutambua afya ya akili kama haki ya binadamu kwa wote.,Okorari inga Ekeombe Ekenene Giokoegerera Mwanyabanto kemente obochenu bwobongo buna obomaene bwa mwanyabanto,Health
The public is encouraged to avoid to improve service provision.,Umma unahimizwa kuepuka kuboresha utoaji wa huduma.,Abamenyi basegetirwe goetanga ase okorwegwa kuobokoreri,Governance
Kenya Meteorological Department issued a flash-flood advisory for seven counties and urged residents to take safety precautions.,Idara ya Hali ya Hewa ya Kenya ilitoa ushauri kuhusu mafuriko ya ghafla kwa kaunti saba na kuwasihi wakazi kuchukua tahadhari za usalama.,Ekeombe keria gekorigeria rire buna rire nkiarwete ogkurera igoro yogocha kwembura enyinge nemegoko ime yechikaonti 7 naigo koboria abanto ng'a berende.,Security
"Members of the public are encouraged to support this initiative by sharing information on suspicious activities and joining efforts to protect communities, especially the youth, from the dangers of drug and substance abuse, NPS said.","Umma unahimizwa kuunga mkono mpango huu kwa kushiriki taarifa kuhusu shughuli zinazotiliwa shaka na kujiunga na juhudi za kulinda jamii, hasa vijana, kutokana na hatari za matumizi mabaya ya dawa za kulevya na dawa za kulevya, NPS ilisema.","Abanto bonsi basegetirwe kobwatisia omoroberio oyo ase okobwaterana goetera okomanyia abasikikari igoro yebikoru bare nechitang'utang'u nabirobio na ase oboama korende ebinyoro biabo, mono kegima abasae, kporwa ase omochando bwamariogo nebinto bigotindia, NPS batebete.",Governance
"How Vegetable Integrated Push Pull Technology is revolutionizing cowpea farming in Western Kenya. The iSPARK project, commissioned by the UK-CGIAR Centre, is ...","Jinsi Teknolojia ya Kusukuma Mboga Integrated Pull inavyobadilisha kilimo cha kunde Magharibi mwa Kenya. Mradi wa iSPARK, ulioagizwa na Kituo cha Uingereza-CGIAR, ni ...","Buna oboremi bwechingeni bwasegetite oboochoreria as oboremi bwechimbisi aaria Mocha ya Kenya. Ekiorokererio korwa iSPARK, ochagetwe na UK-CGIAR Centre, nigo ...",Agriculture
