English,Domain,Source,SourceFile
Forage condition across the livelihood ranged from fair to good.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Socio-Economic Indicators (Impact Indicators) Production Indicators Planting and weeding is on-going.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Livestock body condition ranged from good to fair across the livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
No livestock migration was registered.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Milk production was within the normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Terms of trade were within the normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Household water distances were below the normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Livestock watering distance were within the normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Water consumption was below normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Malnutrition cases were within normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Milk consumption was within the normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Majority of households were in acceptable food consumption category.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
increased when compared to previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
No households employed stressed livelihood coping mechanisms.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
registered above normal rains.The rains received were erractic with dry days intervals across the livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The temporal and spatial distribution was fair across the livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The Mixed farming and Agro-pastoral livelihood zone recording more rainfall amonths when compared to areas in the pastoral livelihood zone which recorded few rainy days.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The pastoral livelihood zone recorded an average of 8-12 rainy days compared the mixed and Agro-pastoral livelihood zones which recorded 10-20 rainy days.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"VAM,CHIRPS/MODIS data, the county recorded an average of 67.29 and 79.64 milimetres of rainfall in the first and second dekad of the month compared to 59.55 and 48.26 milimetres normally respectively.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The rainfall amounts received were above the previous month and the normal range as shown in figure1.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
1.28 compared to 1.18 long term average (Figure 1).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"condition index(VCI-3 months) is within the normal vegetation condition category, the normal condition is due to March-April- May season on going rains which occassioned the vegetation cover greenness .",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The VCI value is within the normal range of 25 – 70 of vegetation condition across the livelihood zones as shown in figure 2.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The Pasture was generally good in the Mixed and Agro-pastoral livelihood zone and fair-good in the pastoral livelihood.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The pasture condition improved owed to on-going showers during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
quality and quantity from 83 percent in previous month as indicated in figure 3.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
months compared to the normal 2-3 months.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
improved in April when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The conditions across the livelihood zones ranged was generally good.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
was within normal range during the month under review as indicated in figure 4.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"consumption were pans/dams, rivers, boreholes and shallow wells which were the normal water sources relied on.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"About 33, 22 and 17 percent households relied on pans/dams, rivers, boreholes and shallow wells respectively.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
occasioned by rains received during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
ranged from fair to good in the mixed farming and agro-pastoral livelihood zones with the pastoral livelihood zone ranging from poor to fair quality owing to siltation of open water sources.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
agro-pastoral livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"In pastoral livelihood zone, the water is likely to last for 2-3 months (Figure 5).",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The current water situation is above the normal range at this time of the year.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
the households to water sources decreased to 1.3 km from 1.4 km when compared to the previous month (Figure 6).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
trekked the longest distance of an average of 2.1 km compared 0.5- 1km in the mixed farming and agro- pastoral livelihood zones which recorded the shortest distance.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
water ranged from Kshs.0 -5 in mixed farming and agro-pastoral livelihood zones and Kshs 0-10 in pastoral areas.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Minimal water treatment methods were employed in the sampled household before consuming with boiling being the most used water treatment method by households.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
from livestock grazing areas to watering points reduced to 2.0 km from 2.6 km when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
across all the livelihood zones in the county.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
from livestock grazing areas to watering points was within the normal range as indicated in figure 7.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
appearance body condition and 33 percent of livestock had moderate neither fat nor thin body condition.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
the normal range at this time of the year.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The situation is likely to remain stable for the next three months(Figure 8).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"trypanosomiasis with persistent livestock disease outbreaks being Lumpy Skin disease (LSD), Foot and Mouth Disease in Narok West subcounty and Anthrax in Ilmotiok, Emurua Dikirr and Koyiaki wards.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Measures taken to control the disease outbreaks were farmers request for private veterinary service providers.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
household per day increased to 4.2 litres from 3.8 litres in the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The low milk production in the pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
within the normal range shown in figure 9.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
beans and Irish potatoes.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Wheat and barley are mostly grown in large scale scheme for commercial purpose.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
high stages for maize and beans are in fair to good condition.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"seasonal rivers in Mosiro, Pulunga and Naroosura region.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
medium sized cattle rose by ten percent to Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"36, 167 when compared to the previous month.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"51,000 compared to Ksh 22,000 in the Agro- Pastoral livelihood zone.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The favourable cattle price is owned to good body condition and favorable market prices in the pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
72 percent above the normal range of Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
medium sized mature goat increased by 2.5 percent that is to Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
livelihood zones recorded the higher price of Ksh.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"6,000-6,500 in the mixed farming livelihood zone.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
higher than the long-term average as shown figure 11.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
kilogram at the market level increased to Ksh.66 from Ksh.61 when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The increase in price is owed diminishing stock at household level.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The highest price was recorded in Pastoral Livelihood zone at Ksh.78 and Ksh.60 and Ksh.52 in the Mixed farming and Agro-pastoral livelihood zones respectively.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
below the normal as shown in figure 12.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
per kilogram increased to Ksh.141 from Ksh.134 when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Pastoral and in and Pastoral livelihood zones at approximately Ksh.148-150 compared to Ksh.125 in Mixed Farming livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
the normal range as indicated in figure 13.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
the month under review reduced to 101 from 106 as recorded in the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
This implies that a sale of a medium-sized goat fetched 101 kgs of cereals.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
increase in maize and goat price across the livelihood zones during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
is within the LTA (Figure 14).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The steadiness is owed to increase in milk production at household level.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
variation in milk consumption during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
is slightly below the normal range as shown in figure 15.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
were within acceptable food consumption category in Agro-pastoral and mixed farming livelihood zones.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"In the pastoral livelihood zone about 95.5, 3.4 and 1.1 percent were in Acceptable, borderline and poor category respectively.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Most of the households were consuming 2-3 meals per day contrary to 3-4 meals per day.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"meals consisted of three food groups which include cereals, pulses and/or milk/livestock products compared to the normal of four or more food groups which include cereals, pulses, vegetables-other vegetables and/or milk/livestock products across the livelihood zones (Figure 16).",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
trade across the livelihood zones and continuous sensitization on importance of diet diversity by partners in the county.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
proportion of children under five at risk of malnutrition increased to 1.4 percent from 0.80 percent when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
the highest proportion of children who were at risk of being malnourished were at 3.2 percent with Agro-pastoral and Mixed Farming having minimal to no children under risk of malnutrition.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Naroosura(2.7 percent) and Siana(6.2 percent) wards both in the pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
importance of dietary diversity.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
average as shown in figure 17.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
temperatures and a few diarrhoea cases being observed mostly in the pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
approximately 3.9 percent of the sampled household employed reduced Coping Strategy Index (rCSI) having increased slightly from 3.1 percent when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
relatively employing minimal to no coping mechanisms.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"expensive food, reduced portion size of meals, reduced quantity of food for children to eat, reduced number of meals eaten per day were the most frequent coping mechanisms adopted in Pastoral livelihood zone.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
The current rCSI is within the long-term mean as shown in figure 18.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
7.0 EMERGING ISSUES 7.1 Insecurity/Conflict/Human Displacement No major confirmed conflict issues related to drought were reported during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
7.2 Migration The County did not record any livestock migration during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"7.3 FOOD SECURITY PROGNOSIS Based on Kenya Meteorological Department (KMD) weather forecast May, 2025 issued on 30th April indicates that the total amounts of rainfall expected are likely to be near to above average.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Livestock productivity is likely to improve in areas with forecasted above normal rains.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
"As result, of the stated indicators positive impact on food security would be realized.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Water for livestock and household use would be available in May 2025 due to rainfall recharge however it may lead to high siltation levels of open water sources that has been persistent overtime leading to poor water quality mostly in the pastoral livelihood zone.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Maize prices are likely to remain higher than the long-term average owing to diminishing stock at household level which might lead to unfavourable terms of trade.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Household food consumption patterns are likely to worsen due depletion of household stock and high food prices hence increase of households in borderline and poor food consumption scores.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
This would lead to increased copying strategies.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Livestock (Supportive Vet.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin April 2025,Narok_DEW_Bulletin_April_202520250516124829.pdf
Situation & EW Phase Classification Biophysical Indicators Rainfall The October- December 2025 short rainy season started in the 2nd Dekad of October.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Most parts registered moderate to heavy rains.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Forage condition: Vegetation condition index was above normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Forage condition across the livelihood ranged from fair to good on improving trend.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Socio-Economic Indicators (Impact Indicators) Production Indicators Household maize stocks have increased.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Household water distance was within the normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Livestock watering distance was within the normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Malnutrition cases were below normal range.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Most households fell in the acceptable food consumption category.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
December (OND) rainy season with above normal rainfall in the first Dekad of October.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"However, the rainfall slightly decreased during the second Dekad compared to the long term average.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
by moderate to heavy downpour across the county.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
relatively fair spatial and temperol distribution.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"VAM,CHIRPS/MODIS data, the county recorded 35.8 and 10.03 milimetres of rainfall in the 1st and 2nd dekad compared to mean 13.11 and 16.05 milimetres normally respectively.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
recorded were above the previous month of September.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
(NDVI) at 0.50 compared to 0.46 of the long term mean (Figure 1).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
was 66.45 depicting above normal vegetation cover greeeness condition category.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"However, Narok town ward registered moderate vegetation condition of 28.6.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The VCI value is above normal range of 35-50 of vegetation condition across the livelihood zones as shown in figure 2.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
This is attributed to the enhanced rains received during the month under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The Pasture was generally good in the Mixed and Agro-pastoral livelihood zone and fair in the pastoral livelihood.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
was good and fair in both quality and quantity having improved when compared to the previous month as indicated in figure 3.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
months which is within the normal.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
when compared to September.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
conditions across the livelihood zones ranged between good-fair.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
review will likely to support regeneration of browse.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
range during the month under review as indicated in figure 4.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"human and livestock use during the month under review were dams/pans, rivers and shallow wells which were the normal water sources depend on.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"About 22, 17 and 15 percent of the households relied on dams/pans, rivers and shallow wells respectively (figure 5).",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
The reliance on roof catchment remained relatively stable when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
percent in Pastoral livelihood zones having remained the same when compared to the previous month of September.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"Major permanent rivers like Enkare Narok, Ewaso Nyiro, Siyiapei, Enkare Ngusor, Mogor, and Amalo rivers were within the normal flow rates.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
Approximately 75 percent of water facilities across the county are operational.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"operational facilities are mainly observed in Narok South and Narok West sub-counties, primarily due to mismanagement, collapse of management committees, theft or breakage of solar panels and dilapidated infrastructure.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
by households to water points decreased slightly to 1.6 km from 1.7 km when compared to the previous month (Figure 6).,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
trekked the longest distance at an average of 2.0 km compared 0.5-1 km in the mixed farming and agro-pastoral livelihood zones recording the shorter distance.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
farming and agro-pastoral livelihood zones and Kshs 2-5 in pastoral areas.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
sampled households purchased water during the period under review.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"Only minimal water treatment methods were used by the sampled households before consumption, with boiling being the most preferred method.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
distance to watering points remained at 3.3 km when compared to the previous month.,Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
"livestock trekked an average distance of 5.8 km, compared to about 0.8–1.4 km in the Mixed Farming and Agro- pastoral livelihood zones.",Agriculture/Disaster,NDMA Narok Drought Early Warning Bulletin October 2025,Narok_DEW_Bulletin_October_202520251124133207.pdf
