English,Domain
Bean prices are 8-50 percent above the five-year average across the country due to sustained high demand and low household stocks following four consecutive below-average production seasons.,Disaster/Health
"In the northern and eastern pastoral areas, goat prices in October are 9-26 percent lower than the 2016-2020 average due to deteriorating body conditions driven by atypically low availability of rangeland resources.",Agriculture
The easing of COVID-19 restrictions on transportation and the removal of the national curfew continues to slowly improve income-earning opportunities for poor urban households.,Disaster/Health
"However, slow economic activity recovery is resulting in urban poor households continuing to rely on coping strategies indicative of Crisis (IPC Phase 3) and Emergency (IPC Phase 4) to minimize food consumption gaps.",Disaster/Health
"Despite the availability of COVID-19 vaccines, around 4.1 million people have received at least one vaccine dose, well below the government target of 10 million fully vaccinated individuals by January 2022.",Health
"To increase vaccination rates, the government announced on November 21 that proof of COVID-19 vaccination will be required for individuals seeking in-person government services from December 21.",Health
"This is likely to impact unvaccinated people obtaining business permits, immigration documents, and tax remittances, likely constraining household income-earning opportunities.",Disaster/Health
This protocol will provide a clear framework that will guide early actions in the event of the occur-rence of floods due to extreme weather conditions and when the agreed triggers are been reached.,Disaster/Health
"Ultimately, the early actions are expected to lead to the reduced effect of climate-related disasters on communi-ties in the affected areas.",Disaster/Health
"As part of the preparation for activation of the EAP, KRCS plans to undertake a simula-tion exercise to evaluate the ability to execute early action activities, the processes, SOPs, and personnel on the various components of the EAP and propose areas to be strengthened.",Disaster/Health
"After the simulation exercise, the project team will conduct a review and evaluation of the whole simulation exercise and draw recommendations and les-sons on further strengthening of the EAP.",Disaster/Health
The simulation will take place in Tana-River County - which is among the worst affected areas by floods when they happen in the country.,Disaster/Health
"KRCS under the IARP Programme intends to conduct a Pre-Crisis Market monitoring exercise in Tana River County along the flood-prone / at-risk areas to assess market functionality before a crisis, availability of critical commodities, and its pricing.",Disaster/Health
This is aimed at aiding preparedness and decision making on the use of Cash as an early action and response to populations at risk of displacements and loss of property fol-lowing floods.,Disaster/Health
Uncertainty related to the COVID-19 pandemic continued to affect the trading activities of East African cross-border traders in 2021 Q2/Q3.,Disaster/Health
"Proportionally, domestic trade activity remains at an all-time high compared to previous years as East Africa’s traders continue to limit their cross border activities in all surveyed countries.",Disaster/Health
This COVID-19 bulletin aims to illustrate the changing state of trade in East Africa as traders adapt to the effects of the pandemic.,Disaster/Health
"Leveraging Sauti’s East Africa’s embeddedness with traders, we present the 2021 Q2/Q3 behavioural and user data from our regional network of trade and market information platforms.",Disaster/Health
"In all country cases, we find either a stagnation or decrease in cross-border trading.",Disaster/Health
Kenya in particular saw a significant 10 percentage point (pp) decrease in trade to cross-border destinations between the Q2 to Q3 period.,Disaster/Health
"Compared to the same period last year, we find little evidence to suggest that aggregate cross-border trading is returning to 2020 pre-pandemic levels – suggesting a permanency to the disruption of the pandemic.",Disaster/Health
"Additionally, this report also highlights the unique gender-based impacts of the pandemic on women cross-border traders.",Disaster/Health
"In particular, we highlight a significant decline in cross-border trading activity for women in Kenya (-16 pp) between the Q2 and Q3 period, in contrast to Ugandan women traders who do not show a similar decline.",Disaster/Health
The different effects are likely due to the already low levels of Ugandan traders participating in cross-border trade during the Q2 period.,Disaster/Health
"For the first time, we also have made our data available through Sauti’s TradeInsights data portal.",Disaster/Health
"The TradeInsights data portal provides an innovative resource for supporting research, solution designs, and near real-time context mapping.",Disaster/Health
This report also uses our improved data weighting methodology to more accurately represent the empirical behavioural patterns of East Africa’s cross-border traders.,Disaster/Health
Our insights suggest a continued dampening of cross-border trade activity in the region.,Disaster/Health
"Where cross-border price differentials have driven traders’ activity in previous years, small-scale traders are having to seek out and adapt to new domestic arbitrage opportunities.",Disaster/Health
"This is likely placing new stresses on domestic market systems, which must now additionally support new entrants to the arbitration market.",Disaster/Health
"With the data presented in this report, we offer a subnational and gender-based analysis of the market systems that support East Africa’s traders.",Disaster/Health
"As the effects of COVID-19’s disruption become more long-lasting, this research will inform interventions and the turn from pandemic mitigation to traders’ adaptation.",Disaster/Health
"Josephine Rombo is a community development worker with SOS Children's Villages' family strengthening programme in Nairobi, Kenya's capital.",Disaster/Health
She works with families from low-income communities to strengthen their capacity to care for their children and youth.,Disaster/Health
"As a trained counsellor, Josephine integrates mental health services in her work to improve the quality of life and well-being of children and families in need.",Health
"In this interview, she talks about what her work looks like in practice.",Disaster/Health
Why did you decide to do social work?,Disaster/Health
I got into social work because of the influence of my family's background.,Disaster/Health
"My mother was a social worker with the government, while my sister was doing something with the university, and I often helped her with practical work.",Education
"This brought me in close contact with people, and I learnt about humanity and the different journeys people take in their lives.",Disaster/Health
"I became very interested in this line of work, and I felt it was very satisfying to impact someone's life.",Disaster/Health
What are some of the needs of the families you work with within the family strengthening programme?,Disaster/Health
"At the programme level, we look after the most disadvantaged families in low-income communities.",Disaster/Health
The family composition is: a caregiver and children under and over 18 years.,Disaster/Health
"In addition to livelihood and material needs, the families face many challenges.",Disaster/Health
"For example, there are advocacy issues where we empower the family to advocate for their children's rights.",Education
"We sensitize them on things that may look normal and acceptable in a community but are against children's rights, like asking children to participate in income-generating activities.",Disaster/Health
We educate caregivers to approach government offices for essential services.,Governance
There has been a barrier because caregivers feel the administration is not a go-zone for them.,Disaster/Health
They are behind with documents such as birth certificates and registration into the national health scheme.,Health
"Without some of these documents, you will not be able to get into school, employment or get government services such as the national identity card.",Education
"We have interventions for children; we teach them financial literacy, and we build their self-esteem.",Education
We encourage them to be vocal about their issues and report cases of abuse.,Disaster/Health
This has worked very well for family strengthening.,Disaster/Health
"The young people's agenda is tough because there are so many of them, and the opportunities are not available.",Disaster/Health
That is why we encourage parents to ensure their children finish school.,Education
We have adult education for those who have dropped out early to enable them to complete their education.,Disaster/Health
"Youth employability, entrepreneurship, mentorship, and general life skills training are key things we do with youths here.",Disaster/Health
We also have educational support for families.,Disaster/Health
This helps children who are willing to go back to school but are disadvantaged because of vulnerability at home.,Education
What are the mental health needs for these families?,Health
Mental health is a priority for all the families we have recruited.,Health
It is just that it has not been documented that way.,Disaster/Health
We look more at the physical presentation when they first come in because that is what catches our eye.,Disaster/Health
But it is more than that.,Disaster/Health
"Once I open a file, I look past the economic situation, past the presentations, and ask the caregiver what they have gone through.",Disaster/Health
This way I know where they are.,Disaster/Health
There is a lot of loss and grief in these families.,Disaster/Health
"They have lost spouses, some have lost body parts, there is so much loss.",Disaster/Health
"Men walk away from families to start new families, and it hurts the women so much.",Disaster/Health
"There is depression, anxiety, family problems and behavioural issues that I deal with.",Disaster/Health
How do you handle these mental health issues?,Health
"Caregivers do not have the time to address it, and young people struggle to accept they need help.",Disaster/Health
"I tell them that if they acknowledge that they need help, the healing process can begin.",Disaster/Health
"But if we wait too long, it becomes a case of no return.",Disaster/Health
Addressing mental illness is especially important for young people because there is so much expected of them from their impoverished families.,Disaster/Health
"Once they are 18, they have no business being in the house.",Disaster/Health
They must go out and bring something home.,Disaster/Health
So you find our youth at construction sites; they are the ones that lift concrete and carry bricks.,Disaster/Health
"They do heavy-duty work or sell coffee or clothes, trying not to be idle.",Disaster/Health
"As a result, we have young people committing suicide or having suicidal thoughts.",Disaster/Health
Others try to fill a void in them through drug abuse and crime.,Security
"They feel there is no reason to live, so better to live on the edge.",Disaster/Health
"After all, no one cares whether they are there or not.",Disaster/Health
"Talking about young people, we visited 19-year-old Wairegi *, and he spoke about his difficult childhood.",Disaster/Health
Tell us about your work with him.,Disaster/Health
Work started with him when he was 13 years old.,Disaster/Health
He had very low self-esteem because he thought he looked smaller than the average person.,Disaster/Health
We had the first talk and then went through the session of accepting ourselves.,Disaster/Health
I asked him to join the family strengthening youth group so I could mentor and keep a close eye on him.,Disaster/Health
"We spent more time talking, and I discovered that he was very depressed.",Disaster/Health
"The depression was hurting him deeply, and he was not letting go of past events of his childhood.",Disaster/Health
"When we broke it down, it came to many punishments – what he called violence and rejection from the father towards him.",Security
"The thing is that he loved his father so much, and he was looking for that father figure to create the bond between father and son.",Disaster/Health
"He pursued it, and the more he tried to cling to the father, the more his father verbally and physically assaulted him.",Disaster/Health
The mother opted to leave the relationship and have some peace.,Disaster/Health
"It worked out for her, but for Wairegi, it left him injured and with a void that the father had left.",Disaster/Health
"It took many therapy sessions to get him to open up, then more sessions with his mother as I tried to understand what had happened.",Disaster/Health
The mother felt that she could not protect her son because she loved this man.,Disaster/Health
"The relationship between mother and son was strained, and they were not on talking terms.",Disaster/Health
"He blamed his mother for what happened to him, and he felt alone.",Disaster/Health
"Slowly we started what we call a disclosure session, which is most important to children.",Disaster/Health
The counsellor helps the caregiver to take responsibility for their hurtful actions.,Disaster/Health
"The weight comes off the child, and they begin to understand why it is the way it is, and it helps to heal them.",Disaster/Health
"With this young man and his mother – I am there for them, and it does not matter what time of day or night.",Disaster/Health
I encourage them to send me a message.,Disaster/Health
That has helped release a lot of pent-up anger and anxiety.,Disaster/Health
We can do a lot of online consultation besides the physical meetings.,Disaster/Health
"One of the greatest things she said was: ""I have my child back, and we talk, we really talk."" We need to educate children that they cannot choose their parents – they are who they are; we can forgive and try to work towards a better future together.",Disaster/Health
"The lesson learnt is that when we become parents as well, hopefully, we will not repeat the same mistakes.",Disaster/Health
What motivates you to do this work?,Disaster/Health
"The small victories and the small positive changes in the lives of children, young people and their families keep me going. *Name changed for privacy reasons. *Text by Anne Kahura.",Disaster/Health
NAIROBI – The United Nations World Food Programme (WFP) has welcomed a consignment of fortified vegetable oil worth KES 112.2 million (US$1 million) from the Russian Federation in support of its resilience building activities in the drought-stricken arid counties of Kenya.,Disaster/Health
"This contribution will form part of the in-kind food package that WFP is distributing in this year’s lean season, when farming families typically face hunger.",Disaster/Health
"WFP distributes cereals, pulses, and fortified vegetable oil to vulnerable Kenyans while at the same time treating malnutrition in mothers by providing nutritious flour for porridge and peanut-based supplement for children under 5. “This contribution is very timely for Kenyan families grappling with acute food shortages in a country facing the prospect of a third successive failed rainy season.",Health
"This year, because of the drought, we are providing support to families in our resilience programme for 10 months, instead of 8,” said Ms.",Disaster/Health
"Lauren Landis, WFP’s Kenya Country Director. “At the same time, we are supporting them to adopt new farming practices, nutritious and drought-resistant crops that help them to achieve a more sustainable future.",Agriculture
"This contribution from the Russian Federation is an important component of that package.” “Russia is a long-term and strategic partner of WFP and a friend of the Kenyan people,” said the Russian Ambassador to Kenya H.E.",Disaster/Health
"Dmitry Maksimychev. “We are pleased that this gift from the Russian people will help contribute to changing the lives of hardworking families by helping them through a difficult time while they work towards lasting solutions to the food security challenges in the arid and semi-arid areas of the country,” he added.",Disaster/Health
"Russia has a long history of supporting WFP in east Africa, having donated Kamaz trucks to support WFP’s logistics operations in 2019 and 2014, as well as strategic contributions to WFP’s work in Kenya.",Disaster/Health
"At this time of drought, we also value their ability to engage international support, such as this valued contribution from the Russian Federation.” “The support from the Russian Federation will help cushion vulnerable families, preventing a further deterioration of their food accessibility and nutritional status,” added Ms.",Health
The lean season is one of the most trying periods for farming families especially in the marginal areas.,Agriculture
It is when most families run out of crop stockpiles and before the arrival of the next season’s harvest.,Agriculture
"Families are forced to make difficult choices and often resort to negative coping strategies, such as selling their only assets such as livestock and withdrawing children from school to help fend for the family – further hurting their chances for a food secure future. # # # The United Nations World Food Programme is the 2020 Nobel Peace Prize Laureate.",Education
"We are the world’s largest humanitarian organization, saving lives in emergencies and using food assistance to build a pathway to peace, stability and prosperity for people recovering from conflict, disasters and the impact of climate change.",Disaster/Health
"Follow WFP on Twitter @wfp_kenya and @wfp_africa Contact Georgina Stickels, WFP/Nairobi, georgina.stickels@wfp.org; Mob. +254 794 324 014 Gordon Weiss, WFP/Nairobi, gordon.weiss@wfp.org; Mob. +254 707 722 104",Disaster/Health
"EXECUTIVE SUMMARY As one of the world’s largest refugee-hosting countries, Kenya has the potential to lead on the economic inclusion of refugees.",Disaster/Health
The recent passage of the new Refugees Act could provide new opportunities for this.,Disaster/Health
"Yet, refugees in Kenya continue to face many obstacles to economic inclusion.",Disaster/Health
"These include policy barriers, which limit their right to work, move freely, and access financial services; political barriers, such as negative perceptions of refugees that limit the political will for change; and economic barriers, such as limited job opportunities and a difficult climate for private sector investment in host areas.",Disaster/Health
"Perhaps the most severe restriction is the encampment policy, which requires all refugees to live in camps in one of two designated areas in the country.",Disaster/Health
"In practice, many refugees live outside of camps in urban areas like Nairobi, but they face a precarious legal situation that likewise hinders their economic inclusion.",Disaster/Health
"Other major barriers include a lack of work permits and identification, which forces most refugees to work informally (in or outside camps) and restricts their access to services.",Disaster/Health
"As a means to bypass the administrative difficulties of obtaining work permits for refugees, many nongovernmental organizations (NGOs) hire refugees as “incentive workers.” The practice is legal, but the government mandates that incentive workers be paid very little, even below minimum wage.",Disaster/Health
"These policy barriers are perpetuated by political factors, including perceptions of refugees as security threats, scapegoating rhetoric by politicians, and fears of competition over land, resources, and jobs.",Disaster/Health
"Refugees also face economic barriers to inclusion, including limited job opportunities in host areas, a lack of education and skills, and limited access to financial capital.",Disaster/Health
"As a result of such barriers, refugees earn lower incomes and face much higher rates of poverty and much lower rates of employment than the average Kenyan.",Disaster/Health
"These challenges, in turn, translate into food insecurity and a range of protection concerns.",Security
"At the same time, some groups in refugee host communities face similarly high rates of poverty.",Disaster/Health
This underscores the need to facilitate economic progress for hosts as well as refugees.,Disaster/Health
Overcoming such barriers could generate many benefits for refugees and host communities alike.,Disaster/Health
"With greater economic inclusion, refugees could earn far greater incomes, which would in turn alleviate many of their protection needs.",Disaster/Health
"Greater inclusion and fewer regulatory restrictions could also lead to an expansion of economic activity in host areas, greater private-sector investment, and an increase in job opportunities.",Disaster/Health
"To ensure that benefits are maximized, NGOs and international organizations providing humanitarian and development aid must increase support for hosts, as well.",Disaster/Health
"Recently, some progress has been made to facilitate greater economic inclusion for refugees.",Disaster/Health
"In 2016, the government allowed for the creation of a refugee settlement (also known as an integrated settlement), Kalobeyei, that provided a more enabling environment for refugee and host community livelihoods, resilience, and self-reliance by setting aside land for agricultural use, facilitating a more cash-based economy, and establishing designated areas for businesses.",Disaster/Health
"In some areas, investors are prioritizing host communities to improve economic opportunities; development organizations are building markets and teaching marketable skills to refugees and Kenyan citizens; and the private sector is becoming more involved around the camps.",Disaster/Health
"However, despite these initiatives, there is still a long way to go to achieve economic inclusion.",Disaster/Health
Abstract Large-scale development interventions have long failed to accommodate the needs and preferences of pastoralists or the systems of resource governance and land tenure upon which they rely.,Agriculture
"However, advocates of rights-based approaches to development emphasise the importance of community participation in planning and agendasetting, and in Kenya, public participation is a formal constitutional requirement for government decision-making processes.",Governance
"In 2015, the United Nations High Commissioner for Refugees concluded negotiations with local stakeholders about the use of 15 km2 of communal rangelands to build a new refugee settlement in Turkana County, Kenya.",Disaster/Health
Negotiations entailed a community dialogue process involving local people living in the vicinity of the proposed settlement.,Disaster/Health
"This paper retrospectively examines the inclusivity of the dialogue process, with particular attention to the involvement of pastoralists and the representation of their interests.",Education
Interviews and focus groups conducted with a range of key informants and community stakeholders highlighted two key problems.,Disaster/Health
"First, negotiations relied upon a simplistic approach to communal land tenure that overlooked the complexity of overlapping and often contested access rights.",Disaster/Health
"Second, there was an over-reliance on urban professionals and politicians as intermediaries between rural communities and development actors.",Disaster/Health
"Even where elite intermediaries act in good faith, they may introduce an ‘oppidan bias’ into development policies, thereby marginalising the viewpoints of non-urban, non-sedentary demographics, such as pastoralists.",Agriculture
I conclude with recommendations for the UNHCR to develop a more explicit strategy for direct engagement with host community stakeholders in Turkana and with increased attention to the interests of livestock producers and the nuances of pastoralist land use.,Agriculture
"Keywords: Pastoralism, Kenya, Land, Elites, Public participation, Community dialogue",Agriculture
"Nairobi, 23rd November 2021 – The United Nations Development Programme (UNDP) in Kenya has today at the 7th Annual Devolution conference called on the private sector and international development partners to support the Government of Kenya to strengthen climate finance at the county level.",Governance
"At the national level, efforts by the National Treasury and Planning and the Ministry of Environment and Forestry are beginning to bear some fruits.",Disaster/Health
"More work is still required to fully bring all the 47 counties into this fold,” said UNDP Kenya’s Resident Representative Mr.",Disaster/Health
The three-day Devolution Conference happening in Makueni County aims to strengthen sub-national governments to act on climate change and develop stronger mitigation capacities.,Governance
"The Climate Change Act 2016, the Climate Finance Policy 2018, and the Public Finance Management Act 2012 all demand availing of sufficient resources.",Governance
There is an urgent need for financing as a key enabler to climate adaptation and disaster risk management.,Disaster/Health
"Without climate financing, then all plans, policies, commitments, and budgets are only empty wishes, that come to naught,” added Mr.",Disaster/Health
"UNDP and the National Treasury have prepared the Kenya Climate Finance Synthesis Report and Programme, which analyses Kenya’s climate finance journey.",Disaster/Health
"At the national level, the report highlights that Kenya boasts of a robust regulatory legislative and policy terrain that provides building blocks for realising transformative climate actions at all levels.",Disaster/Health
"However, not all counties have localised their policies to their unique contexts and plans.",Disaster/Health
There is a need to dedicate significant efforts to develop and align their policies and regulatory frameworks to those at the national level and to successfully implement them to ensure adequate investment in climate change related programmes.,Disaster/Health
UNDP encourages counties to dedicate significant portions of their budgetary allocations to strengthen climate actions in line with the progressive Nationally Determined Contributions Update submitted by Kenya to UNFCCC.,Disaster/Health
"The counties are encouraged to enhance allocations towards mitigation actions such as reafforestation, renewable energy, sustainable transport, agriculture and integrating nature-based solutions in the development plans.",Disaster/Health
"Note to editors About UNDP Kenya UNDP is the leading United Nations organisation fighting to end injustice of poverty, inequality, and climate change.",Disaster/Health
"Kakuma-Kalobeyei, Kenya, 22 November 2021 -- To promote urban resilience, self-sufficiency and communities' integration in one of Kenya's longest-standing and major refugee camps, UN-Habitat is formulating a detailed Regeneration Strategy focusing on harnessing inclusion and socio-economic opportunities for host and refugees.",Disaster/Health
"This regeneration project for the Kakuma-Kalobeyei refugee camps will combine different measures to promote self-sufficiency, economic growth and environmental resilience for the host and refugee communities, laying the foundations for a sustainable future.",Disaster/Health
"The project is implemented in collaboration the Turkana County Government, the United Nations High Commissioner for Refugees (UNHCR), World Food Programme (WFP) and with funding from the European Union Trust Fund (EUTF) which supports UN-Habitat's Humanitarian Development Programmes .",Disaster/Health
"The Kakuma-Kalobeyei refugee camp, located in the Turkana Country, is home to almost 200,000 refugees originating from many countries including South Sudan, Somalia and the Democratic Republic of the Congo.",Disaster/Health
The regeneration project comes at a critical time in the camps' history.,Disaster/Health
In March 2021 the Government of Kenya announced its intention to close all refugee camps by June 2022.,Disaster/Health
"Over the decades, however, Turkana County Government has recognised Kakuma-Kalobeyei's importance as a potential case study for integrating refugees into host communities and transforming it socially, economically, and environmentally into an economic centre of the region with adequate infrastructure.",Governance
"To that end, the Turkana County Government has initiated steps to confer Kakuma-Kalobeyei its own municipality, a move that is hoped to reach fruition in 2022.",Governance
Regeneration within a refugee camp context is unique because refugee camps are traditionally expected to be temporary settlements.,Disaster/Health
"When refugee camps exist for over 30 years, however, as is the case for the Kakuma- Kalobeyei's Refugee camp, the settlements become inextricably tied to the immediate host community and the wider region and require more long-term and sustainable solutions.",Disaster/Health
"Creating social inclusion, shared economic prosperity, physical functionality and environmental sustainability are key goals of UN-Habitat's Flagship Programme: Inclusive and Vibrant Neighbourhoods and Communities .",Disaster/Health
"While regeneration encompasses different approaches and measures, in Kakuma-Kalobeyei, the settlement's regeneration initiative began by developing a comprehensive spatial profile of the existing conditions and a 10-15-year vision report reflecting the community's desires for the locality.",Disaster/Health
Stakeholder engagement has been crucial in reflecting the priorities of the host and refugee communities throughout the visioning process.,Disaster/Health
"While some differences emerged, the priorities of the host and refugee communities largely aligned.",Disaster/Health
"Organising and coordinating the virtual community planning group sessions was a challenge, especially as this vision needed to have a strong spatial focus.",Disaster/Health
"In response to this challenge,UN Habitat used virtual whiteboards in the community planning group sessions to show maps of the different settlements so the host and refugee participants could spatially locate the challenges and opportunities they prioritised.",Disaster/Health
"Consequently, the communities identified access education and vocational training opportunities as key priorities to improve their employment prospects and the need for infrastructure improvements, such as extended electricity and internet coverage, as catalysts for economic growth.",Disaster/Health
"UN-Habitat is currently formulating a detailed Kakuma-Kalobeyei Regeneration Strategy in order to achieve the community's goals of sustainable infrastructure, accessibility and connectivity, entrepreneurship and strong economy, resilient communities and efficient land management and urban governance.",Disaster/Health
"The expected completion date of the regeneration strategy is early 2023, including financing and legal components and validation from government representatives and stakeholders.",Governance
"The projects recommended by the final regeneration strategy will be of short, medium and long-term timeframes.",Disaster/Health
"Achieving this vision means capitalising on the existing opportunities of the region, be they the strong host and refugee community relationships, the young workforce potential, the economically strategic location of the settlements or the renewable energy potential of the region.",Disaster/Health
Kakuma-Kalobeyei Spatial Profile can be accessed here .,Disaster/Health
"Nairobi, Kenya, November 17, 2021 — The International Rescue Committee is delighted to hear that President Kenyatta has signed the Refugee Bill into law, giving renewed hope to over 500,000 refugees living in Kenya to have access to education, livelihoods and integration opportunities.",Disaster/Health
"Victor Odero, Policy and Advocacy Advisor at the International Rescue Committee said: ""This is delightful and much welcomed news, especially given we are only 6 months away from the Dadaab and Kakuma refugee camp closure deadline.",Disaster/Health
"This progressive law now provides a framework for the protracted refugee situation in Kenya to finally be resolved. ""Kenya is one of the of the largest refugee-hosting countries in Africa, and over 500,000 refugees now have hope of economic integration and self-reliance as a result of the passing of this bill.",Disaster/Health
IRC research carried out in 2018 gave overwhelming evidence that Kenyan citizens have a generally positive outlook with regards to the hosting of refugees in Kenya.,Disaster/Health
"If given the right opportunities, these 500,000 people could contribute greatly to Kenya's economy and social fabric.",Disaster/Health
"This law also prepares Kenya for a potential influx of refugees in an increasingly volatile region."" The IRC has been working in Kenya since 1992, providing health care, women's protection, legal rights, economic recovery & development and nutrition services to hundreds of thousands of refugees and their host communities.",Health
"We also work with the Kenyan government to support health, nutrition and conflict resolution programs.",Health
"MEDIA NOTE OFFICE OF THE SPOKESPERSON NOVEMBER 17, 2021 The Governments of the Republic of Kenya and the United States of America held the second session of the Kenya – United States Bilateral Strategic Dialogue in Nairobi on November 17, 2021.",Governance
Kenyan Cabinet Secretary for Foreign Affairs Ambassador Raychelle Omamo and U.S.,Disaster/Health
"Blinken discussed strengthening the strategic partnership across all five pillars and advancing peace and prosperity in Africa and the western Indian Ocean region through the following actions: Pillar One – Economic Prosperity, Trade, and Investment: The two countries committed to deepen economic ties, expand bilateral trade, and advance shared economic prosperity for the benefit of the Kenyan and American people.",Disaster/Health
"To further deepen economic ties, Kenya and the United States decided to explore additional mechanisms to expand bilateral trade and investments, including through maximization of AGOA, Prosper Africa Build Together Campaign, and Power Africa, as well as joint infrastructure development through the Build Back Better World initiative.",Disaster/Health
The two countries renewed their commitment to fully implement a Millennium Challenge Corporation threshold program in Kenya and to continue to build capacity in governance and financial accountability to advance Kenya’s progress towards a future MCC Compact.,Disaster/Health
"On food security, they also recognized Feed the Future’s expansion of economic opportunities for smallholder farmers and entrepreneurs, strengthening of household, community and market resilience to shocks, and diversification of agricultural production.",Agriculture
"On environment and climate change, the two sides noted the importance of environmental protection and committed to cooperate bilaterally and multilaterally in providing institutional support and building capacity for environmental conservation, climate change, food security, weather monitoring and implementation of multilateral environment agreements.",Disaster/Health
"Kenya and the United States committed to enhance cooperation on university education, academic research, academic scholarship, technical and vocational training and capacity building for the Ministry of Education.",Education
"Pillar Two – Defense Cooperation: Kenya and the United States will work together on counterterrorism, border security, maritime security, and professionalization of security forces.",Security
"Both sides pledged to maintain pressure on al-Shabaab and other terror groups operating in the Horn of Africa through military exercises, joint operations, provision of equipment, and security cooperation.",Security
The two countries welcomed achievements so far and affirmed the need for enhanced partnership in counterterrorism and counter-insurgency capabilities.,Disaster/Health
"Both sides pledged to increase maritime security cooperation to harness the blue economy and safeguard a free, open, and prosperous Indian Ocean region, and applauded the February 8, 2021, visit of USS Hershel “Woody” Williams, an Expeditionary Mobile Base ship, marking the first U.S. naval vessel visit to the Port of Mombasa in over a decade.",Security
The United States looks forward to finalizing the bilateral Acquisition and Cross Servicing Agreement that will facilitate greater flexibility in supporting combined training and operations.,Disaster/Health
"Pillar Three – Democracy, Governance, and Civilian Security: The two countries underscored their commitment to fostering accountable and effective public institutions and to addressing governance, fiscal transparency, and accountability challenges.",Security
Kenya and the United States affirmed that free and fair elections are the foundation of a robust democracy and are paramount to the protection and advancement of human rights and individual freedoms of all people.,Governance
"They noted with concern the rising incidence of coups and unconstitutional changes of government, and condemned these as contrary to their values and as threats to peace and stability.",Governance
Both countries noted important progress in the joint country action plan to enhance civilian security and governance cooperation.,Security
"The two countries committed to enhance cooperation in police reforms and equipment, combatting cybercrime, and administration of justice.",Security
"The two countries also committed to expand their partnership to defend against common cyber threats, and reaffirmed their mutual commitment to an open, interoperable, reliable and secure Internet and a stable cyberspace.",Disaster/Health
The two countries announced their intent to hold a U.S. – Kenya Cyber Dialogue later this year.,Disaster/Health
The United States reiterated its commitment to providing border management systems and training to increase Kenya’s screening and identification of dangerous individuals while facilitating legitimate travel and trade.,Disaster/Health
Kenya welcomed the start of a partnership between the Kenya Coast Guard Service and the U.S.,Disaster/Health
Coast Guard and reaffirmed its interest in acquiring U.S. excess defense article vessels.,Disaster/Health
Pillar Four – Multilateral and Regional Issues: Kenya and the United States pledged to work closely on the UN Security Council and in other regional and multilateral institutions to address sources of regional instability in the Horn of Africa and elsewhere.,Security
Kenya and the United States expressed their continued commitment to countering and degrading al-Shabaab in Somalia.,Disaster/Health
"In particular, in line with Resolution 2607 (2021), they planned to cooperate, alongside international and regional partners, in combatting the exploitation of the licit financial system regionally by Al Shabaab and affiliates linked to ISIL.",Disaster/Health
The United States expressed gratitude for Kenya’s contribution of troops to the AU Mission in Somalia.,Disaster/Health
Both countries expressed concern about the slow implementation of the Revitalised Peace Accord in South Sudan and underscored the importance of supporting the implementation of the peace agreement.,Disaster/Health
The United States and Kenya reiterated their serious concern about the military takeover in Sudan and called for the restoration of the civilian-led transitional government on the basis of the constitutional declaration and other foundational documents of the transition.,Governance
"The United States expressed appreciation for Kenya’s global climate leadership, and both countries pledged to promote greater global climate ambition in support of a 1.5-degree limit.",Disaster/Health
"They also committed to push for achieving net zero global emissions by 2050 or before, as well as advancing urgent action on climate adaptation and resilience.",Disaster/Health
The two countries affirmed the ambitious targets in their respective Nationally Determined Contribution plans and underscored the urgency of working with all countries to realize climate ambitions post COP26.,Disaster/Health
The United States commended Kenya’s hospitality and commitment to hosting refugees over decades and encouraged Kenya to maintain asylum space for people fleeing conflict.,Disaster/Health
Kenya called on the United States and other partners to share the burden of hosting refugees including through financial assistance as well as by also maintaining asylum space and resettlement for refugees.,Disaster/Health
"Pillar Five – Health Cooperation: Kenya expressed appreciation for the U.S. donation, in partnership with COVAX, of over four million vaccine doses to fight the COVID-19 pandemic.",Health
"This is in addition to the $76 million in U.S.-provided health equipment, personal protective gear, testing (including genomic sequencing), training, surveillance, and research since the onset of the pandemic.",Disaster/Health
The U.S. government has also supported Kenya’s HIV/AIDS response.,Health
The partnership has prevented millions of HIV infections and currently treats over 1.2 million HIV-positive Kenyans.,Health
"As a result, Kenya is on the path to epidemic control by 2026.",Disaster/Health
"Kenya and the United States are committed to continue collaborative research and development of diagnostics, vaccines, and therapeutics to detect, prevent, and treat COVID-19.",Health
The United States will continue to support the Kenyan government to realize its goal of universal health coverage for all Kenyans and the establishment of the National Public Health Institute.,Health
"Kenya and the United States committed to continue collaboration on cancer research, evidence dissemination, and training activities that are strengthening cancer control in both countries and globally.",Disaster/Health
"Partnerships and consultations between the two countries will advance Kenya’s regulation of foods, drugs, medical devices, and chemicals.",Health
"In collaboration with the private sector, these joint efforts will help Kenya towards its goal of manufacturing medical supplies, equipment, and vaccines.",Health
Kenya and the United States look forward to the third Bilateral Strategic Dialogue in Washington D.C. in 2022.,Disaster/Health
2 Rationale 2.1 Rationale The Dadaab camp was established in 1991 and is located in Garissa County.,Governance
"As of August 2021, a total of 228,308 refugees and 18,813 unregistered asylum seekers resided in Dadaab Refugee Complex.",Disaster/Health
"Since May 2017, REACH initiative has worked in collaboration with NRC, UNHCR and other relevant humanitarian actors in Dadaab to conduct a joint multi sectoral needs assessments (MSNA).",Disaster/Health
