English,Kiswahili,Ekegusii,Domain
strong agricultural productivity aided by policy interventions on seeds and fertilizer to farmers, 
adequate rainfall, robust services sector and improvement in global commodity prices.  
78. The medium term macroeconomic and fiscal projections in the 2024 BROP have been 
revised from those of the 2024 Budget Policy Statement estimates taking into account the 
macroeconomic and fiscal outcome of the FY 2023/24 and the impact of the withdrawal of the 
Finance Bill, 2024. The 2024 BROP forms the basis for the development of the 2025 BPS that 
will detail the progress in the implementation of the priority policies and strategies of the 
Government under BETA as prioritized in the MTP IV of the Vision 2030; and preparation of 
the FY 2025/26 and the medium-term budget that will be guided by the Budget Calendar. The 
Budget calendar for FY 2025/26 is guided by the timelines provided in the PFM Act, 2012 and 
has the following critical steps between September 2024 and June 2025: 
i) Preparation of the FY 2024/25 Medium Term Expenditure Framework Budget 
Proposals: This process started with the launch of the Sector Working groups on 9 th 
September, 2024. The prepa ration of MTEF Sector Budget proposals will culminate 
in the Public Sector Hearings on 20th November, 2024; 
ii) 2025 Budget Policy Statement: Preparation of the 2025 BPS will commence after 
approval of this 2024 BROP and will be informed by the budget proposal s by the 
Sector Working Groups. This will be presented to Cabinet for approval by 15 th 
January, 2025 and subsequently to Parliament by 15th February, 2025; 
iii) Preparation of draft Budget Estimates and Finance Bill, 2025: The draft Budget 
Estimates and Finance Bill, 2025 will be submitted to Cabinet by 18th April, 2025 and 
later to Parliament by 29th April, 2025; and  
iv) Presentation of the Budget Statement/Speech to Parliament is scheduled for 12th June, 
2025 and approval and assent of both the Appropriation Bill , 2025 and Finance Bill, 
2025 by 30th June, 2025. 
79. Taking into account the constrained fiscal environment, the Government has adopted Zero 
Based Budgeting Approach to guide the prioritization and allocation of the scarce resources to 
projects and programmes in the FY 2025/26 . MDAs will therefore be required to re -evaluate 
all the existing/planned activities, projects, and programmes to be funded in the FY 2025/26 
and medium term budget. SWGs should therefore eliminate wasteful expenditures and pursue 
priorities which are aimed at safeguarding livelihoods, creating jobs, reviving businesses and 
economic recovery . The hard sector ceilings provided for the FY 2025/26 budget and the 
Medium Term will form inputs into the 2025 Budget Policy Statement.  
 
 
  
 
56 
Annex Table 1: Macroeconomic Indicators for the FY 2022/23- 2028/29 Period  
 
Source: The National Treasury 

 
 
  
 
57 
Annex Table 2: Government Operations for the FY 2022/23 - 2028/29 Period, Ksh Billion 
 
Source: The National Treasury 

 
 
  
 
58 
Annex Table 3: Government Operations for the FY 2022/23 - 2028/29 Period (% of GDP) 
 
Source: The National Treasury

 
  
 
59 
Annex Table 4: Budget Calendar for the FY 2025/26 Medium-Term Budget  
 
Source: National Treasury

 
  
 
60 
Annex Table 5: County Governments’ Fiscal Performance for FY 2023/24 
 
Source of Data: Controller of Budget 
  

 
  
 
61 
Annex Table 6: Members of the Macro Working Group who attended the Retreat in Naivasha from 28th August to 5th September, 2024 
to review and finalize this 2024 Budget Review and Outlook Paper 
S/No. Institution/ Department Name Designation 
1 The National Treasury  Macro & Fiscal Affairs  1. Mr. Musa Kathanje Director/ Macro & Fiscal Affairs 
2. Mr. Samuel Gitau Senior Deputy Director 
3. Mr. John Njera Director Planning 
4. Mr. Johnson Mwangi Director Planning 
5. Ms. Catherine Kalachia Principal Economist 
6. Mr. Maurice Omete Senior Economist 
7. Mr. Cromwel Pkomu Senior Economist 
8. Mr. Thomas Kipyego Economist I 
9. Mr. Joshua Momanyi Economist 
Budget 10. Ms. Miriam Musyoki Assistant Director 
11. Mr. Alexander Riithi Senior Economist 
Intergovernmental Fiscal Relations  12. Mr. Brian K. Cheruiyot Deputy Director 
13. Mr. Cyrus M. Kahiga Deputy Director 
Financial and Sectoral Affairs 14. Ms. Mercy Ngacha Assistant Director 
Debt Policy, Strategy and Risk Management 15. Mr. Anthony Gichangi Senior Debt Management Officer 
Debt Recording and Settlement  16. Mr. Moses Ngahu Kigetu Accountant 1 
Resource Mobilization  17. Ms. Peninah Mukami Principal Economist  
Government Investment and Public Enterprises 18. Ms. Maureen Nafula Senior Investment Officer 
Accounting Services 19.CPA Prof. Solomon Ngahu Ag. Deputy Accountant General 
Pensions 20. CPA Judith Nyakawa Senior Deputy Director 
 
  
 
62 
S/No. Institution/ Department Name Designation 
Finance Unit 21. Mr. Ambrose Ogango Senior Chief Finance Officer 
PPP Unit 22. Mr. Wycliffe Ondieki Monitoring and Evaluation Expert 
2 State Department of Economic Planning 23. Mr. Benson Kiriga Director/Macro Directorate 
24. Ms. Dorcas Nduta Mwangi Principal Economist 
25. Mr. Domnick Loriakwe Economist I 
3 Central Bank of Kenya 26. Mr. Anthony Gathogo Economist 
27. Ms. Sarah Kaula Deputy Manager 
28. Mr. Joseph Wambua Deputy Manager 
4 Kenya Revenue Authority 29. Mr. Daniel Zalo Officer 
30. Ms. Naomi Kirimi Officer 
5 Kenya National Bureau of Statistics 31. Mr. James Gekara Abuga Assistant Manager 
6 Commission on Revenue Allocation 32. Ms. Lineth Oyugi Director/Economic Affairs 
7 Kenya Institute of Public Policy and Research Analysis 33. Ms. Laureen Karima Policy Analyst 
 
 
 
 
 
 
 
 
 
 
 
 
  
 
63 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
THE NATIONAL TREASURY AND ECONOMIC PLANNING 
SEPTEMBER 2024",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
Launch of Dual TVET Training Policy with industry partners.,N/A - Pending Fine-Tuned Model Inference,Ogochaka kwamasomo gwechikorechi chiobobundi nechisemi chiokwogwendereria TVET na kobwaterana nabarosia ebinto igoro yamachiko arengete chifactory.,Education
"Taking time for yourself is not a luxury, it's a necessity. Remember to prioritize your mental, emotional, and physical health.","Kuchukua muda kwa ajili yako mwenyewe si anasa, ni lazima. Kumbuka kuweka kipaumbele kwa afya yako ya kiakili, kihisia, na kimwili.","Koira chiangaki aseogwekorera tari gosaria chingaki, mboronge Inyora koa ribaga ritangani ebirengereri biago, oboitongo na chigosori",Health
National Counter Terrorism Centre emphasized patriotism and integration of national strategy priorities into county forums to advance prevention efforts.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) nkiabegete chinguru ringana riobwegenwa bwense yaito na kobwatania emeroberio yense gochia ase ebikaranso biechikaonti erio gokong'ia gotanga obokebago integration of national strategy priorities into county.,Security
"Symptoms of mental health like feeling thoughtful can cause bodily strain and sickness, hence confirms the relationship of the brain and the body",N/A - Pending Fine-Tuned Model Inference,"Ebiorokererio bia Afya y’obongo buna ebirengererio nabo bikorenta ebimanyererio bia kemobere buna omoroso na oborwaire, na igo kworokia okobwatana gati ya obongo na omobere.",Health
"On the other hand, G overnment will sustain measures to improve efficiency in public spending and reduce non-essential expenditures.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
Upgrade ICT infrastructure 2021.,Boresha miundombinu ya TEHAMA 2021.,Beka ebito ebiyia bietekinorochia yamangana na gokwanerana ICT omwaka 2021.,Education
UNICEF Kenya Flash Situation Report No. 6 (Drought): October 2022,Ripoti ya UNICEF Kenya Flash Situation No. 6 (Ukame): Oktoba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"""Climate Change Is Controlling Everything, Let Them Compensate Us"": Stories Of Loss And Damage In Kenya","""Mabadiliko ya Hali ya Hewa Yanadhibiti Kila Kitu, Waache Watulipe Fidia"": Hadithi za Hasara na Uharibifu nchini Kenya",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Workshops held in 6 high-tension counties,N/A - Pending Fine-Tuned Model Inference,Emesangerekano yabete ase chikaonti 6 cire nemonano yaigororo.,Education
"Its important to take care of your mental health because it can impact every aspect of your life, including your relationships, your academic performance, and your physical health.",N/A - Pending Fine-Tuned Model Inference,"Nere buya korenda obochenu bwobongo ekiagera nero ebogoretie ensemo yobogima, oboamate bwago, amasomo ago na obochenu bwomobere",Health
EACC urges any person with actionable information on corruption to REPORT it for processing in accordance with the law.,EACC inamsihi mtu yeyote mwenye taarifa zinazoweza kushughulikiwa kuhusu ufisadi kuripoti kwa ajili ya kushughulikiwa kwa mujibu wa sheria.,"EACC yaboririe monto onde bwensi oratware obomanyi bwobukurumi, korwa chiropoti echio chikorerwe emeremo korengana neruchiko",Governance
The Public Service Commission urges citizens to verify through official channels.,Tume ya Utumishi wa Umma inawahimiza raia kuthibitisha kupitia njia rasmi.,Ekeombe keria ekenene getenerete obokoreri bweserikari giasabire abanto koenekia ayio goetera chinchera chindinge.,Governance
"However, the Council of Governors in their submission to the Senate Select Committee on County Public Investments and Special Funds ind icated that the counties owed Ksh 40.5 billion as at March 2023.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
"Aiming to contribute to the creation of opportunities for women in Kenya, and women in similar contexts in Morocco and Cote d’Ivoire, Acted, with the support of The Coca-Cola Foundation (TCCF), launched the SHE-GROW Africa Project.","Ikilenga kuchangia katika uundaji wa fursa kwa wanawake nchini Kenya, na wanawake katika mazingira sawa nchini Morocco na Cote d'Ivoire, Acted, kwa usaidizi wa Wakfu wa Coca-Cola (TCCF), ilizindua Mradi wa SHE-GROW Afrika.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
The launch of a campaign plan to sensitise village women farmers on kitchen gardening in their homes to boost food security and to supply schools with getables,N/A - Pending Fine-Tuned Model Inference,Ogochakigwa kwa beene kwomoroberio bwokoegeria abang'ina bekenyoro ase oboremi bwebiticha ase chinka chiabo komenta rigesa rioboremi bwabo erio goikerania omoigoto obo na koira ching'eni chisukuru,Health
The government invites stakeholders to provide feedback on to enhance transparency.,Serikali inawaalika wadau kutoa maoni yao ili kuboresha uwazi.,Eserekali yachikire abamenyi barwe chiropoti gotingia oboasioku,Governance
"Effective labour management ensures productivity and worker welfare. Learn about hiring, training, and fair treatment practices.",N/A - Pending Fine-Tuned Model Inference,"Effective labour management ensures productivity and worker welfare. Learn about hiring, training, and fair treatment practices.",Agriculture
"Luigi D'Acquino, Chief of Health for UNICEF Kenya, also underscored his organization's commitment to the cause: ""UNICEF stands with WHO and the Ministry of Health to ensure every child's right to life is upheld.","Luigi D'Acquino, Mkuu wa Afya wa UNICEF Kenya, pia alisisitiza dhamira ya shirika lake katika suala hili: ""UNICEF inasimama na WHO na Wizara ya Afya kuhakikisha haki ya kila mtoto ya kuishi inazingatiwa.",N/A - Pending Fine-Tuned Model Inference,Health
"The Kenya Cash Consortium's Locally Led Alert-Based Cash Assistance to Disaster Affected Households in Dadaab Refugee camp: Baseline, May, 2024","Usaidizi wa Pesa wa Tahadhari Uliowekwa Ndani ya Kenya Cash Consortium kwa Kaya Zilizoathiriwa na Maafa katika kambi ya Wakimbizi ya Dadaab: Msingi, Mei, 2024.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
IEBC launches 'My Vote My Voice' campaign in 500 schools.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria ekenene getenererete chikura (IEBC) giaansire 'Ekura Yane Esauti Yane' Okamanyia ayio gwaansire ase chisukuru 500.,Education
Announing launch of framework to guide data collection and reporting of nutrition outcomes.,Kuzindua mfumo wa kuongoza ukusanyaji na utoaji wa taarifa za matokeo ya lishe.,Ogochakia omoroberio bw'ogosangereria na gosokia chiropoti igoro yechindagera,Health
Voices from Mandera: Stories of hope and peace from the Mandera County in Kenya,Sauti kutoka Mandera: Hadithi za matumaini na amani kutoka Kaunti ya Mandera nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya has identified 3 different Covid 19 viruses virus, Omicron; The cabinet secretary Kagwe has disclosed that this was detected among quarantined, but continued travelling",N/A - Pending Fine-Tuned Model Inference,Kenya yaenekirie ebinyinyi bitato ao ao bia Covid-19 Omicron; omowaziri bwoborwaria CS Kagwe otebire nigo biarorekanete ase abanto barenge chisafari abare babekire karantini.,Health
"Acceptance of climate smart agriculture (CSA). For example, when trying smart farming alongside weather understanding for a long period,inheritance land security is important.",N/A - Pending Fine-Tuned Model Inference,"Ogoitabeka kwoboremi bokogenda nerire (CSA). Buna ekiorokererio, buna ogotema oboremi obuya werire bogendererete cgokorwa neganeirie ogotugekwa ogotambe, na amachiko amaya igoro yobteneneri bwemegondo ase gokomboa emegondo...",Agriculture
Hope Amid Kenya's Malnutrition Crisis: One Child's Journey to Recovery,Matumaini Katikati ya Tatizo la Utapiamlo nchini Kenya: Safari ya Mtoto Mmoja hadi Kupona,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Feasibility, acceptability and lessons learned from an infant feeding intervention trial among women living with HIV in western Kenya","Uwezekano, kukubalika na mafunzo tuliyojifunza kutoka kwa jaribio la kuingilia kati ulishaji wa watoto wachanga miongoni mwa wanawake wanaoishi na VVU magharibi mwa Kenya.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Promote sustainable soil management practices to improve carbon storage (e.g. conservation agriculture). Â· Improve fertilizer application practices to increase ...,N/A - Pending Fine-Tuned Model Inference,Segeta chinchera chingiya chiokorenda riroba erio goikerania kobwata embeo eria egosaria rire  (goetera. Oboremi boria bokorenda riroba. Â· Renda ebirengo bisaine biobwoyo ogondo erio kogesa...,Agriculture
Baringo County: Drought Early Warning Bulletin for April 2023,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
IEBC calls upon all eligible citizens-especially young people who have recently attained voting age-to visit the nearest constituency office and register.,IEBC inatoa wito kwa raia wote wanaostahiki - hasa vijana ambao wamefikia umri wa kupiga kura hivi karibuni - kutembelea ofisi ya eneobunge iliyo karibu na kujiandikisha.,"IEBC yabooririe abaaki chikura na mono abasae baikire emeika yogoaka chikura, batarere abisi ere ange na koerikia",Governance
Free LinkedIn Learning for all university students ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email!,N/A - Pending Fine-Tuned Model Inference,"Amasomo a bosa goetera LinkedIn ase aban bonsi beyunifasiti, Chakia omoroberio oyio goetera .ac.ke aintaneti!",Education
"Announcement to start a campaign ""COMPLETE"" aimed at reducing hunger among school children, ballanced farming",N/A - Pending Fine-Tuned Model Inference,"Okoraria ogochaka gwekampeini ""ENG'IKERANU"" erengete gokanya enchara ase abana chisukuru, oboremi boigwanaine nerire na oboegereri chindagera",Health
Refugees’ Access to Work Permits and Business Licences in Kenya,Upatikanaji wa Wakimbizi wa Vibali vya Kazi na Leseni za Biashara nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
KICD develops specialized digital content and learning materials for learners with special needs.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorosia ere ebitabu biakeene content and learning materials for learners with special needs.,Education
"Abshiro had hoped that acquiring citizenship would help her find work to support her family, as the aid they received was not enough.","Abshiro alikuwa na matumaini kwamba kupata uraia kungemsaidia kupata kazi ya kukimu familia yake, kwani msaada waliopokea haukutosha.",N/A - Pending Fine-Tuned Model Inference,Governance
"Improved basic infrastructure, storage facilities and market access, reduces costs to be affordable food. Good roads accelerate farming always..",N/A - Pending Fine-Tuned Model Inference,Ogotaba nomoroberio omuya ase chinyomba chiokogacha rigesa nechipara gochiboria gochia echiro ngokonya ore ase goikera echiro na gokeania rigori riendagera. Chipara chingiya botambe nigo chigosegeta boremi…….,Agriculture
Opinion and knowledge. Digital agriculture: is a great deal in helping farmers of small scale land to defeat COVID 19. A- village voice. Inclusivity. Progressive program that supports IFAD.,N/A - Pending Fine-Tuned Model Inference,Okorengereria na aya Ime. Oboremi bwegechidichitari: egento ekenene gokonya abaremi bemegondo emeke kobua emechando yendwari ya COVID-19 Â· Okogania Kwebinyoro. Kobwaterera: IFAD-omoroberio okonyire ...,Agriculture
"Mothers who milk their milk for their children to feed on when they are away, it is good to ensure that the container is clean and be keptr safe in a fridge to avoin contamination",N/A - Pending Fine-Tuned Model Inference,"Abang'ina bari bagokamera abana amabere, nigo babwenerete koenekia ng'a ebinto biokoyabekerera mbisibirie buya, ase okogacha amabere ayio buya ase egekendi erio tarurana",Health
Entry into market opens wide mechanisms of quality stamping by KNAP and CNAP in the county,N/A - Pending Fine-Tuned Model Inference,Egesieri gia chindagera nkorenta ere ebiigorero ebinge ase okobwati kegima ebimanyererio inse ya KNAP na CNAP ase ekaunti,Health
Process for profit! Learn food processing in TVET programs.,Mchakato wa kupata faida! Jifunze usindikaji wa chakula katika programu za TVET.,Omoroberio bwokorosia efaida! Soma omoroberio buma chindagera chigoonhorerigwa TVET.,Education
Dual training now mandatory: All TVET students must work while learning.,Mafunzo mara mbili sasa ni lazima: Wanafunzi wote wa TVET lazima wafanye kazi wakati wa kujifunza.,Kabe maiso ng'a amasomo igoro ya ayande ara rimo goika akorwe: Abana bonsi ba TVET goika bakore emeremo ekero bagosoma.,Education
"Animals like dogs and cats puppies use sniffing skills to know what food they're given ,in a tassled relationship.",N/A - Pending Fine-Tuned Model Inference,"Etugo buna chisese gose ebimoni nechimanu chiabo nigo bigotumia omonyonk ao ao komanya endagera bikoogegwa, ase oboamate obo bwokong'usanana. Ituko amo na...",Agriculture
Narok County: Drought Early Warning Bulletin for January 2023,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Kenya - Northern Kenya: Drought Severity and Population Exposure in Mandera County (28 Jan 2026),Kenya - Kaskazini mwa Kenya: Ukali wa Ukame na Mfichuo wa Idadi ya Watu katika Kaunti ya Mandera (28 Januari 2026),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Editorial commentary advocated reforms to the Public Order Act to safeguard peaceful assembly and curb excessive force.,N/A - Pending Fine-Tuned Model Inference,Amanga ya abange buna barwete ebirengererio biabo gosegeta oboonchoreria ase richiko ritenenerete buna abanto baukoumerana ase obonge na korobererekana erio korenda ogocha amo nokorobererekana kwomorembe igo gotanga abasikari gotumia chinguru chinyinge.,Security
Nyeri (Kieni) County: Drought Early Warning Bulletin for May 2024,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Kenya Fisheries Services 20.08.2024 9:00 a.m.- 9:30 a.m.,N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
"C-PEACE works with refugees, host communities, governments and humanitarian agencies, including UNHCR and UN-Habitat, to co-design inclusive circular livelihood models that contribute to resilience and peacebuilding.","C-PEACE inafanya kazi na wakimbizi, jumuiya zinazowapokea, serikali na mashirika ya misaada ya kibinadamu, ikiwa ni pamoja na UNHCR na UN-Habitat, ili kuunda miundo ya maisha ya duara inayojumuisha ustahimilivu na kujenga amani.",N/A - Pending Fine-Tuned Model Inference,Governance
"Protecting one from being infected is the most effective way of curtailing the spread of the virus. The protective measures we have been advocating include, hand washing, wearing of face masks in public places, maintaining social & physical distance, & avoiding public gatherings.","Kumlinda mtu kutokana na kuambukizwa ndiyo njia bora zaidi ya kuzuia kuenea kwa virusi. Hatua za ulinzi ambazo tumekuwa tukitetea ni pamoja na, kunawa mikono, kuvaa barakoa katika maeneo ya umma, kudumisha umbali wa kijamii na kimwili, na kuepuka mikusanyiko ya watu.",N/A - Pending Fine-Tuned Model Inference,Public Health
"UNICEF Kenya Humanitarian Situation Report No. 7, January - December 2022","Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya Nambari 7, Januari - Desemba 2022",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya Food Security Outlook Update, August 2023","Sasisho la Mtazamo wa Usalama wa Chakula Kenya, Agosti 2023",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"IEBC trains 10,000 teachers as voter educators nationwide.",N/A - Pending Fine-Tuned Model Inference,"Ekeombe keria ekenene getenererete chikura (IEBC)  kiaegerie abarimu 10,000 buna abasomia bechikura kenya engima.",Education
Animal noise disturbs communities. Proper housing reduces noise and prevents complaints.,Kelele za wanyama husumbua jamii. Makazi mazuri hupunguza kelele na kuzuia malalamiko.,Okwana gwechiombe nigo gokogechia abanto. Koagacha obweri obuya nigo bogotanga eriogi riokwana na igo gotanga abanto kwemurangania.,Security
Secure data privacy 2021.,Faragha salama ya data 2021.,Renda amangana arikire yesukuru taikerwa gose gotumeka bobe 2021.,Education
"Internal parasites reduce productivity. Deworm regularly, rotate grazing, and test fecal samples.","Vimelea vya ndani hupunguza uzalishaji. Ondoa minyoo mara kwa mara, zungusha malisho, na jaribu sampuli za kinyesi.","Ebianda nigo bikei amabere. Kae etugo yao eriogo riebianda, onchoreria ase okorisia etugo yao korwa aa gochia aaria, na pima esike yetugo yao komanya gose nere nebianda.",Security
"All that's required in farming and growth, need support at the right time, to improve harvest, good prices for their produce as well as market..",N/A - Pending Fine-Tuned Model Inference,"Bionsi ebiganeirie as oboremi na obokoreri gokinia oboremi ebirengete obokonyi as chingaki chingiya erio gokinia rigesa, amagori amaya yerigesa riabo amo nechiro yerigesa riabo engiya erio…",Agriculture
"Free startup capital Ksh 200,000 for top 1,000 TVET graduates!","Mtaji wa kuanzisha biashara bila malipo Ksh 200,000 kwa wahitimu 1,000 bora wa TVET!","Chibesa chiogochaka ebiasara chieiringi 200,000 ase abana baria bakorire buya korwa chisukuru chiobobundi nechisemi chiokwegendereria (TVET) ase abana 1,000  bakorire amasomo ayio!",Education
The government confirms continued distribution of free laptops to Grade 1 learners under the Digital Literacy Programme.,N/A - Pending Fine-Tuned Model Inference,Eserikari yaenekirie omoroberio bokobaga chikombiuta chiakoboko chuia bosa ase abana bageredi 1 cinse yomoroberio bwechisemi chigedichitari.,Education
Kenya — Report on Human Mobility in Garissa County (September 2022),Kenya - Ripoti ya Uhamaji wa Binadamu katika Kaunti ya Garissa (Septemba 2022),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Knowledge about mental health disorders for men is of great importance because they are the people on whom every daily home problems. Studies have confirmned that men are in need of mental health more than women. This is because men are are not open to reveal their weaknesses,N/A - Pending Fine-Tuned Model Inference,Obomanyi bwoborwaire bwobongo ase abasacha nobwengencho enene ekiagera nabwo bakoomerana na amangana amange ase chinka. Obotuki bwakorirwe bwaorokirie ng'a abasacha mbare ase ogosaba obokonyi obochenu bwobongo kobua abangina. Eye nase angencho ng'a mara aange abasacha mbari basiboku koorokia obogengeru bwabo,Health
Stay safe! Follow evacuation plans during chemical spills.,Kaa salama! Fuata mipango ya uokoaji wakati wa kumwagika kwa kemikali.,Erende! Bwatia emeroberio yokwebacha korwa amache achafuirwe nechikemiko gose amasigira achfuirwe nechikemiko.,Education
"Kenya suspended officials implicated in graft, reinforcing zero‑tolerance policy.","Kenya imewasimamisha kazi maafisa waliohusika na ufisadi, na hivyo kuimarisha sera ya kutovumilia kabisa.","Kenya yarusetie abakori baye emeremo ase emeremop bri banyorekanete bare kengeka, goikerania richiko riogotekumba ase obokorekanu.",Security
Vaccination campaign for footâ€‘andâ€‘mouth disease in pastoral regions.,Kampeni ya chanjo ya ugonjwa wa miguu na midomo katika maeneo ya wafugaji.,Esegeto igoro yokobeta etugo chisindani ase oborwaire bwa amagoro nomonwaase chingongo chiobotugi bwokong'anyang'anya.,Agriculture
Regular vaccination protects livestock from major diseases. Veterinary services offer free campaigns during high-risk seasons and farmers should keep records.,Chanjo ya mara kwa mara hulinda mifugo kutokana na magonjwa makubwa. Huduma za mifugo hutoa kampeni za bure wakati wa misimu yenye hatari kubwa na wakulima wanapaswa kuweka kumbukumbu.,Ogochancha etugo ase chingaki chionsi nigo egotanga amarwaire yetugo korwa amanene. Abanyagitari betugo nkoba bare negeseto chingaki endwari yetugo egwateks na mbuya abaremi koba nomobaro bwetugo yabo.,Security
EACC does not condone any form of corruption among staff. Kindly report the case you refer to through eacc@integrity.go.ke. Citizens are urged to beware of fraudsters impersonating EACC staff.,EACC haikubaliani na aina yoyote ya ufisadi miongoni mwa wafanyakazi. Tafadhali ripoti kesi unayoirejelea kupitia eacc@integrity.go.ke. Raia wanahimizwa kuwa waangalifu dhidi ya wadanganyifu wanaojifanya wafanyakazi wa EACC.,"Ekeombe gikorwania obokurumi ime yense keri kobwatesia ase nchera ende yonsi obokurumi ase abakoreri baye. koranche, karwe amang'ana ayuo obwate goetera ase eacc@integrity.go.ke. naboigo korwa okoboria abanto koba maiso ase abang'ainereria ab2o bagoteba barabwo nabwo abaobisa bokorwani obokurumi.",Governance
The 24-Hour Risk City: A Framework for Thinking About Building Infrastructures of Climate Repair in Nairobi and Karachi,Jiji la Hatari la Saa 24: Mfumo wa Kufikiria Juu ya Kujenga Miundombinu ya Urekebishaji wa Hali ya Hewa Nairobi na Karachi.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Taking stock of IFAD's digital agriculture efforts in the Asia-Pacific region. Digital agriculture is an indispensable part of strengthening food systems.,Kuchunguza juhudi za kilimo cha kidijitali za IFAD katika eneo la Asia-Pasifiki. Kilimo cha kidijitali ni sehemu muhimu ya kuimarisha mifumo ya chakula.,Gokora omobaro IFAD' asogotema kwegedichitari  aaria orongo rwa Asia-Pacific. Oboremi bwegedichitari nabwo bobwenerete buma enchera eyemo gogokonyia omoigoto.,Agriculture
Civic education now a compulsory subject in all teacher training colleges.,Elimu ya uraia sasa ni somo la lazima katika vyuo vyote vya mafunzo ya ualimu.,Amasomo obogesaku bono nayekebetererio  ase chikorechi chibwarimu chionsi.,Education
WHO Kenya Newsletter | Volume 20 - June 2026,Jarida la WHO la Kenya | Juzuu 20 - Juni 2026,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
We request all people to wear masks and aobserve all health protocols when boarding transport vehicles. Manufacturing of health protocols has started,N/A - Pending Fine-Tuned Model Inference,"Nigo tokobasemia abamenyi ense kobeka ebikoneri kekero bagosoa ase chimatatu, omonto nigo agosemigwa kobeka egekoneri/emaski. Oboroisia bw'ebinto biogwetanga bwachakire.",Health
Eastern Africa: El Niño Floods Impact Snapshot (May 2024),Afrika Mashariki: Picha ya Athari ya Mafuriko ya El Niño (Mei 2024),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Government procures and distributes modern technical equipment to TVET institutions to boost practical skills.,N/A - Pending Fine-Tuned Model Inference,Eserikari nkogora ere na korwa ebinto biegetekinorochia gochia chisukuru chionsi chiobobundi nechisemi chiokwegendereria (TVET) kogesa chinguru amasomo yemeremo yamaboko.,Education
Laikipia County: Drought Early Warning Bulletin for April 2024,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
KICD signs agreements with private ed-tech firms for co-development and distribution of digital learning content.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) baigwananire nabanyabiasara ase emeroberio isiko yeserikari okorokwa ed-tech firms korosia na kobaga ebinto biogosomera goetera ientaneti.,Education
Vaccination mandatory for all boarding students before reopening.,Video zinaangazia sura za katiba,Ogochanchwa nerasima ase abana bonsi bechisukuru chiokarara ime nyuma chisukuru chitaraigorwa.,Education
Parents attend CBC sensitization forum on February 20 at county hall.,N/A - Pending Fine-Tuned Model Inference,Abaibiri ikerana emesangerekano yesukuru gokwanera CBC chitariki 20 omotienyi  2 ase chinyomba chiemesagerekano chiekaonti.,Education
Revert to the old tales that contributed to brain building and mental health care. This can be of help to build ……..,N/A - Pending Fine-Tuned Model Inference,Sanga amokoro ayare agokinia obomanyi na okorwanerera oborwaria bw'obongo. Eye nabo egokonya gokonya koagacha okoeigwa kwabene na gokonya.,Health
