concept_id,English,Ekegusii,source
103788,"On the third day, when they were sore, two of Jacob’s sons, Simeon and Levi, Dinah’s brothers, each took his sword, came upon the unsuspecting city, and killed all the males.","Ase rituko ria gatato ekero abwo baarogete baarenge koromwa mono, abamura babere ba Yakobo, Simioni na Lawi, bamura ba ng’ina omo na Dina, bakaimoka nemeyio ya birende, bagasoa ase omochie ime mobosokano, bagaita abasacha bonsi abaarengeo.",Trilingual-Bible
132054,"And being found in human form, he humbled himself, becoming obedient to the point of death, yes, the death of the cross.","Naende agachia kororekana ore buna Mwanyabaanto omonyene, agekeyia, akaba omoigweri goika ogokwa, na korokwo nogokwa igoro ase omosalaba.",Trilingual-Bible
123279,"As for the beauty of his ornament, he set it in majesty; but they made the images of their abominations and their detestable things therein. Therefore I have made it to them as an unclean thing.","Nigo baenenerete obwari bw’ebinto ebio, na korwa ase ebio bakaroisia emegwekano yabo y’okogechia na ey’obosooku. Ase ayio ninkore ebinto ebio bibe buna eubi ase bare.",Trilingual-Bible
140611,"The child listens and understands Ogasusu saying that those are the things he taught him. He believes completely, the child accepts everything Ogasusu taught him. He does so willingly. Ogasusu smiles, he feels satisfied and is grateful.","Omwana akagoka na gotebia Ogasusu ng'a mbuya mono ase okomoinyoria aya ise amotebetie ekiagera konye bwebire !! Kibaika sobo, omwana oyo agatebia ng'ina aya Ogasusu amotebeti. Ngina agakora bo. Ogasusu akagoka, akaragera akaigota na kobutiara.",ENG-EKE
105200,"Whoever shall make any like that, to smell of it, he shall be cut off from his people.”",Monto onde bwensi aise koroisia amanukato anga buna ayio ase okwegokeria rimisu riaye nigo araatananwe korwa ase egesaku ki’abaanto b’Omonene.”,Trilingual-Bible
120923,"Though the Lord may give you the bread of adversity and the water of affliction, yet your teachers won’t be hidden any more, but your eyes will see your teachers;","Nony’Omonene ogochia kobaa inwe omogati ekero more nemechando, na amaache ekero more nobororo, aborokia baino tibakogenderera kwebisa, korende mobe mokobarora namaiso aino.",Trilingual-Bible
133740,"“Behold, I am coming soon! Blessed is he who keeps the words of the prophecy of this book.”","Rigereria, ninchiche bwango.” Nasesenirie ere oyorendete amang’ana ’obobani, ayarikire ase egetabu eke.",Trilingual-Bible
114040,"They shall answer, ‘Because they abandoned Yahweh, the God of their fathers, who brought them out of the land of Egypt, and took other gods, worshiped them, and served them. Therefore he has brought all this evil on them.’”","Erio nairanerigwe: Nekiagera batigete Omonene, Nyasae bwe chisokoro chiabo, oria obarusetie korwa ase ense ya Misiri. Nigo babwatanete ne chinyasae ching’ao, bagachisasiima na gochikorera; ayio naro agerire Omonene arentire amabe aya onsi igoro ase bare.”",Trilingual-Bible
140559,"Don't forget to remember the difficult times, the ancestors of Nyamboto people say that Oyomino Moromie Esukubi Egechuria Nere Maarekana Agocha Aita. What is this story about? Remember, the ancestors say that it was like this before, people used to live happily together.","Tokare kobweria riitoke omogoye bono emorogoba, omong'ina baba Nyamboto ominto nigo antebetie buna Oyomino Moromie Esukubi Egechuria Nere Maarekana Agocha Aita. Bono ninki engencho y' omobayeno oyo? Ritangani, omongina nigo antebetie buna abwo kare, abanto nigo barenge gosanga endagera mono kobua rero.",ENG-EKE
126307,"You hypocrites! Well did Isaiah prophesy of you, saying,","Inwe abang’ainereria! Mbuya Isaya abanete igoro ase more, ekero ateebete:",Trilingual-Bible
131219,"Now I do this for the sake of the Good News, that I may be a joint partaker of it.","Na inche nigo ngokora aya onsi ase engencho y’enchiri, erinde inyare koba oyomo obo bw’abakonyora ogosesenigwa kwaye.",Trilingual-Bible
142606,"There are different kinds of gifts, but the same Spirit gives them.",Zakaria 13:1,ENG-EKE
109602,"But his wife said to him, “If Yahweh were pleased to kill us, he wouldn’t have received a burnt offering and a meal offering at our hand, and he wouldn’t have shown us all these things, nor would he have told us such things as these at this time.”","Korende mokaaye akamoiraneria, “Onye Omonene nigo aganetie gotoita, ere anga tare gwancha ekeng’wanso ki’ogosambwa na okoruegwa kw’endagera korwa ase amaboko aito, gose gotworokia aya onsi atworokia, gose gototeebia amang’ana aya twaiguure.”",Trilingual-Bible
102216,Steep water edges trap animals. Install gentle slopes and fence dangerous areas.,Koira etugo rooche konya amache aase are egetionko nabo etugo aranyare gotereria na kogwa amache ime ekwe. Rosia buya aase etugo yao ekonywera amache na gita aase are atari ase etugo.,PSA
123836,"By your great wisdom and by your trading you have increased your riches, and your heart is lifted up because of your riches—”","Goetera ase obong’aini bwao bw’oboonchoreria, obotenenku bwao bwamentekanire; aye bono kwaenenire ase enkoro yao ase engencho y’obotenenku bwao obonge.",Trilingual-Bible
146370,"However, tradition dictates that things should be done respectfully. This tradition requires that we honor our ancestors and their legacy, and all generations. And again, people should know that there are secrets that need to be kept confidential, so that the Gusii people can thrive!","Ekero naboretie omongina magokoro baba ominto, nigo antebetie buna ritangani, ase chingaki echi chiaetire, enywomo nigo yarenge eye engencho mono. Ase amatuko ayio, nigo omosubati arenge gotimigwa ebitinge ase amagoro aye, erinde komanyia ense buna nigo asogete, naende nare na bwoye.",ENG-EKE
131124,"Dare any of you, having a matter against his neighbor, go to law before the unrighteous, and not before the saints?","Omonto onde oino karabe ne ring’ana ase oyomwabo, Inee, nare noboremu amosoere ase abwo batari abaronge? Inki rende atari komosoera ase obosio bw’abachenu?",Trilingual-Bible
106812,"They went up by the South, and came to Hebron; and Ahiman, Sheshai, and Talmai, the children of Anak, were there. (Now Hebron was built seven years before Zoan in Egypt.)","Bagatiira, bakageenda ritang’ani ase ensemo ya Irianyi y’ense eria, na bagaika Heburoni, agwo ase Ahimani, na Sesai, na Talimai, abanto b’ororeria rw’Anaki, bamenyete. (Heburoni konya oagachirwe emiaka etan’ebere ritang’ani omochie o Soani o Misiri otaraagachwa.)",Trilingual-Bible
134806,God remembered his people and vindicated his inheritance.,Ase enchera eyio Nyasae oinyore abanto baye na obomenyo bwaye boigo;,ENG-EKE
111471,"Do therefore according to your wisdom, and don’t let his gray head go down to Sheol in peace.","Aye okore onsi koreng’ana nobong’aini bwao, korende tobaisa komotiga agende ne chimbuche chiaye aase abakuure ore nomorembe.",Trilingual-Bible
103195,"The uncircumcised male who is not circumcised in the flesh of his foreskin, that soul shall be cut off from his people. He has broken my covenant.”","Omosacha onde bwensi otarokirie risankwa ria isiko ri’ekiimo kiaye ki’obosacha, omonto oyio nigo araatananwe korwa ase abanto bamwabo, aserigwe gochia isiko, ekiagera osaririe okobwatana kwane.”",Trilingual-Bible
111140,"Again, whom should I serve? Shouldn’t I serve in the presence of his son? As I have served in your father’s presence, so I will be in your presence.”","Naende ning’o ’ngwenerete nkorere? Tengwenereti ’ngokorere aye, omwana oye? Ee, buna narenge gokorera iso, naboigo naye ’ndagokorere.”",Trilingual-Bible
106274,"You may make them an inheritance for your children after you, to hold for a possession. Of them you may take your slaves forever, but over your brothers the children of Israel you shall not rule, one over another, with harshness.","Monyaare gotiga abasomba abwo ase abana baino barache magega yaino, babe omwando obo bakobakorera kogenderera botambe. Abwo mbanyare koba abasomba baino. Korende abanto bamino Abaisraeli, timobagaambera nobotiindi.",Trilingual-Bible
135132,the sight of which leads fools into lust. Their desire is for the breathless form of a dead image.,Ekio gekororekana buya na kongusa abanto abariri batwara okogania ase omobwekano oyio otabwati obomoyo.,ENG-EKE
146877,21. I testified to both Jews and Greeks about repentance toward God and faith in our Lord Jesus Christ.,Abakolosai 3:12,ENG-EKE
110186,"When the men of Israel saw that they were in trouble (for the people were distressed), then the people hid themselves in caves, in thickets, in rocks, in tombs, and in pits.","Abaisraeli bagachia korora ng’a bamigirwe nobokong’u, bagatang’ang’a na kwebisa ase amabwago, na ase chinsana na ebitare ime, nonya nase chingoro na ase amakuruma.",Trilingual-Bible
144471,The greedy giant,Omoguko ogokwana,ENG-EKE
116644,"Give sincere homage to the Son, lest he be angry, and you perish on the way, for his wrath will soon be kindled. Blessed are all those who take refuge in him.","Tugama inse na kworokia amasikani ase Omwana oye. Motakoreti bo, Omonene nigo arabe nendamwamu, abasirie ase chinchera chiaino, ekiagera endamwamu yaye nigo egwoka bwango mbasesenirie abanto bonsi bakomotamera.",Trilingual-Bible
101218,Free digital textbooks now available on KICD portal for all subjects.,Ebitabu biogosoma bia bosa bono mbireo ase einisititute eria enene ya Kenya etenerete ebi abana bagosoma chisukuru (KICD) ase abana binsi.,PSA
124435,"But if you don’t make known to me the dream, there is but one law for you; for you have prepared lying and corrupt words to speak before me, until the situation changes. Therefore tell me the dream, and I will know that you can show me its interpretation.”","Korende motanteebeti chindoto chiria, ogochika nkore okomo gwoka narure igoro yaino. Mwabeire mokobwatana ase ogonteebia oborimo na amang’ana y’obong’ainereria, mosemeretie ng’a chingaki nchionchorwe. Ase ayio goika monteebie aya narotete, erio nario ndamanye ng’a mwamanyire engencho yaye moyenteebie.”",Trilingual-Bible
102038,Live CBC Grade 8 revision marathon starts 4PM daily – join free on KICD YouTube!,"Amairorero yamasomo a CBC goetera etibi TV kera rituko arengete abana begeredi kia 8 ngochaka are chinsa ikomi chia mogoroba, soa otari goakana kende goetera KICD YouTube!",PSA
138362,"O you light and darkness, bless the Lord! Praise and exalt him above all forever!",Mosesenie Nyasae Omobui inwe obokendu bw’amagena n’obokendu bokwaroroka Motogie na moe obonene kare na kare!,ENG-EKE
113430,"These are those who went over the Jordan in the first month, when it had overflowed all its banks; and they put to flight all who lived in the valleys, both toward the east and toward the west.","Aba nabwo abanto bambogete Yorodani ase omotienyi bw’eritang’ani, ekero orooche orwo rwaichorete goetania chingegu chinsemo chionsi, bagaseria abanto bonsi bamenyete ase ense y’amaranya, ensemo ya moocha na eya bosongo.",Trilingual-Bible
118586,"ALEPH Blessed are those whose ways are blameless, who walk according to Yahweh’s law.",Inaki bagasesenirie abwo chinchera chiabo chire chindonge! Barabwo abagendererete kobwatia amachiiko y’Omonene!,Trilingual-Bible
147033,1 Peter 4:18,Mathayo 28:19-20,ENG-EKE
116114,"There the upright might reason with him, so I should be delivered forever from my judge.","Agwo omonto omonyaboronge nigo are konyara koamererania nere, rirorio nigo nare gotigwa kegima noyokongambia.",Trilingual-Bible
117680,"God, you have taught me from my youth. Until now, I have declared your wondrous works.","Aye Nyasae, kwabeire gokonyorokereria korwa obwana bwane, goika reero iga ningenderere konakoraria ogokora kwao kw’ogokumia.",Trilingual-Bible
126540,"Jesus answered and spoke to them again in parables, saying,","Naende Yeso agakwana nabarabwo ase emebayeeno akabora,",Trilingual-Bible
132260,For you know what instructions we gave you through the Lord Jesus.,Naki momanyete amachiiko ki twabaete korwa ase Omonene Yeso.,Trilingual-Bible
123469,"You have also committed sexual immorality with the Egyptians, your neighbors, great of flesh; and have multiplied your prostitution, to provoke me to anger.","Nigo gwakorete obonyaka n’Abamisiri, abanto abwo mosinyaine bare nokogania okobe; okamenta obonyaka bwao, na okagera nkagechigwa nkaba n’endamwamu.",Trilingual-Bible
108191,"but to the lady you shall do nothing. There is in the lady no sin worthy of death; for as when a man rises against his neighbor and kills him, even so is this matter;","Timokorera omoiseke oria ing’ana rinde; ere takorete okomocha kogwenerete aitwe, ekiagera amang’ana ayio nigo anga buna ekero omonto akorwania omonto onde omoao na komoita moeneno.",Trilingual-Bible
132397,"Their wives in the same way must be reverent, not slanderers, temperate, and faithful in all things.","Naboigo nabakungu babo bateneine boronge ase ogokora okuya, tari abang’achi, babe aberiiti na abegenwa ase amang’ana onsi.",Trilingual-Bible
117304,"though its waters roar and are troubled, though the mountains tremble with their swelling. Selah.","gose emerindo y’enyancha neba ekoruma na koimokerera igoro, na ebitunwa bibe bigotengechigwa ase ogoturubanigwa okwo.",Trilingual-Bible
110837,"David grew greater and greater, for Yahweh, the God of Armies, was with him.","Daudi akamentekana mono koba ne chinguru, ekiagera Omonene, Nyasae bw’Emeganda, arenge amo nere.",Trilingual-Bible
135033,"For when they were tried, although chastened in mercy, they learned how the ungodly were tormented, being judged with wrath.","Ekero batemetwe nonya bare koegwa egesusuro ase amaabera, bakerorera buna abanyabibe bachandetwe ekero kwabagambetie n’endamwamu.",ENG-EKE
108722,"All that fell that day, both of men and women, were twelve thousand, even all the people of Ai.",Bonsi abaitetwe ase rituko erio abasacha na bakungu nigo barenge abanto chilifu ikomi na ibere. Abwo nabwo barenge abanto bonsi ba Ai.,Trilingual-Bible
126779,"But Peter followed him from a distance to the court of the high priest, and entered in and sat with the officers, to see the end.","Na Petero akamotunyana korwa magega ore egeka, goika ase egoora y’Omokuani omonene, agasoa ime, agaikaransa amo nabarendi, erinde arore eki gekoba omoerio.",Trilingual-Bible
120750,"In that day, the Lord, Yahweh of Armies, called to weeping, to mourning, to baldness, and to dressing in sackcloth;","Ase engaki eyi’Omonene, Nyasae bw’Emeganda, nigo abateebeetie ng’a morere na kobokia amagombo, na mokigite chitukia chi’emetwe yaino, na kweboyia chigunia.",Trilingual-Bible
107295,"Also, one male goat for a sin offering to Yahweh shall be offered in addition to the continual burnt offering and its drink offering.","Amo nekeng’wanso ki’ogosambwa gia kera rituko na okoruegwa gw’ekenyugwa, morue egoree eyemo ase Omonene, ebe ekeng’wanso ki’ebibe.",Trilingual-Bible
146829,"4 Against you, you only have I sinned and done what is evil in your sight—so that you may be proved right when you speak and victorious when you judge.",Ekeiboire as'omobere nomobere; nekeiboire as'Omoika nomoika.,ENG-EKE
118426,"He pours contempt on princes, and causes them to wander in a trackless waste.","Omonene agachaaya abanene baria babachaandete, bakaba bakoong’anya ase chirooro chitari ne chinchera.",Trilingual-Bible
115182,"That which the rest of the people gave was twenty thousand darics of gold, plus two thousand minas of silver, and sixty-seven priests’ garments.","Ebi’abaanto bande baruete nigo biarenge: ebisamunye bie chitaabu chidariki chilifu emerongo ebere (20,000), na ebisamunye bie chifeta, chimina chilifu ibere (2,000), ne chianga chi’abakuani, emerongo etano nomo, na isano na ibere (67).",Trilingual-Bible
128359,"I tell you that he will avenge them quickly. Nevertheless, when the Son of Man comes, will he find faith on the earth?”","Nabatebirie nabanyorere oboronge ase obwango. Korende Omwana‐o‐Mwanyabaanto kagocha, Inee, nanyore okwegena ase ense?”",Trilingual-Bible
141781,Where did these people come from?,Baminto ng'ai twarwete?,ENG-EKE
142060,This proverb is true forever.,"Amaridadi y' amaiso: Gusii.com at home aaria Riakworo, Gesima, in Nyamira County. Photo na Petronillah Ogoti, Mwanyagetinge.com files.",ENG-EKE
118760,"Let my soul live, that I may praise you. Let your ordinances help me.","Tiga omoyo one obe moyo, erinde ’ngotogie, na aya gwachiikire, tiga ankonye.",Trilingual-Bible
135330,He who loves her loves life. Those who seek her early will be filled with gladness.,"Oyo omwanchete chisemi, nigo anchete obogima. Baria bakomorigia chisemi nigo bakoboka maambia chuni erio bachia komorigia, erio baichorwa n’omogooko.",ENG-EKE
125109,"“Woe to you who desire the day of Yahweh! Why do you long for the day of Yahweh? It is darkness, and not light.","Obobe nobwaino inwe abamoganetie rituko ri’Omonene riike! Nase ki moganetie rituko riria ri’Omonene? Rituko erio nigo rirabe eri’omosunte, gose tirikoba eri’omobaso.",Trilingual-Bible
123359,"Then the cherubim lifted up their wings, and the wheels were beside them. The glory of the God of Israel was over them above.","Erio ebitongwa bibwate chimbaba bikarambora chimbaaba chiabo, na amagoro arenge mbarabare yabo; na obonene bwa Nyasae bw’Abaisraeli bokaba igoro yabo.",Trilingual-Bible
111387,and Uriah the Hittite: thirty-seven in all.,"na Uria Omohiti. Bonsi nigo bareenge emerongo etato, na batan’obabere.",Trilingual-Bible
117665,"Deliver me in your righteousness, and rescue me. Turn your ear to me, and save me.","Nkonye na onsibore goetera ase oboronge bwao; ntegerere, ontoorie!",Trilingual-Bible
135143,"For a man made them, and one whose own spirit is borrowed molded them; for no one has power as a man to mold a god like himself.","Mwanyabaanto nere omoroisia obo, omonto oyio obwate obomoyo botari obwaye nere oroisetie emegwekano eyio. Onde taiyo oranyare koroisia enyasae ere engiya goetania Mwanyabaanto.",ENG-EKE
137222,"He came to Judas, and they saluted one another peaceably. The enemies were ready to seize Judas by violence.",Nikanori akamochiera Yuda na gokwanania nere kebosaani. Ani ababisa nigo beariganetie komobwata Yuda.,ENG-EKE
122838,"Of Kedar, and of the kingdoms of Hazor, which Nebuchadnezzar king of Babylon struck, Yahweh says: “Arise, go up to Kedar, and destroy the children of the east.","Aya nar’Omonene agoteeba igoro ya Kedari, na igoro y’amarwoti a Hasori, ayio Nebukadinesaro, omorwoti o Babiloni, abuete: “Imoka, mogende Kedari! Mosirie abanto ba moocha.",Trilingual-Bible
144450,"Bono went to visit his mother in Bitutu village, Manga Esikimu, who is very sick and needs help from Bwanchi Bwamang'eire, Ntengora Bokorigia. Is this the reason he went to see Mwanyagetinge?","Bono tokare nchera kogenda ase enyangi ya Bitutu aaria Manga Esikimu, omong'ina magokoro baba ominto okare goteba buna Bwanchi Bwamang'eire, Ntengora Bokorigia. Bono ninki eng'encho y' omorabaro oyo gocha ase tore ntwe Mwanyagetinge?",ENG-EKE
130769,"For I know that in me, that is, in my flesh, dwells no good thing. For desire is present with me, but I don’t find it doing that which is good.","Inaki namanyire ng’a ime ase ’nde, ase engencho y’ane y’obobe, kende kiya tikeiyo; okorigia kw’ogokora okuya nkoreo, korende tinkonyara kogokora.",Trilingual-Bible
109041,"Their border was Helkath, Hali, Beten, Achshaph,","Ensemo yabo nigo yabwateranetie Helikati, na Hali, na Beteni, na Akisafu,",Trilingual-Bible
128543,"for I tell you, I will no longer by any means eat of it until it is fulfilled in God’s Kingdom.”","ekiagera nabateebirie, tinkoyeria naende goika yaikeranigwe ase oborwoti bwa Nyasae.”",Trilingual-Bible
119530,"Commit your deeds to Yahweh, and your plans shall succeed.","Motweke Omonene emeremo yao, na emeroberio yao nesesenigwe.",Trilingual-Bible
106294,"I will set my tent among you, and my soul won’t abhor you.",Nimenye ase egati yaino ase Obomenyo bwane Obochenu; tinkobatiga nonya ng’ake.,Trilingual-Bible
119924,"The king who fairly judges the poor, his throne shall be established forever.","Omorwoti okogambera abataka ase oboronge, obogambi bwaye ’mbogeenderere gotenena bokong’u.",Trilingual-Bible
118322,"He turned their waters into blood, and killed their fish.","Akaonchora amaache abo akaba amanyinga, na ayio akagera chinswe chiabo chigakwa.",Trilingual-Bible
108516,"Yahweh, bless his skills. Accept the work of his hands. Strike through the hips of those who rise up against him, of those who hate him, that they not rise again.”","Omonene, obasesenie amo nebi bionsi babwate, bwanche emeremo eria bagokora, obune chibachwa chi’ababisa baabo baria bagoocha kobarwania, baria baabageechete, tibaabaisa goocha kobarwania naende.”",Trilingual-Bible
111563,"For he had dominion over all on this side of the River, from Tiphsah even to Gaza, over all the kings on this side of the River; and he had peace on all sides around him.","Sulemani nigo areenge kogaambera chinse chionsi chiare bosongo y’Eufarati, korwa Tifusa goika Gasa. Ase igo nigo areenge kogaambera abarwoti bonsi abaarenge bosongo y’Eufarati, nigo areenge nomorembe ne chinse chionsi chiamoetanaine.",Trilingual-Bible
129755,"But they, when they heard this, were cut to the heart, and were determined to kill them.","Ekero abanto baria b’ekegambero bachia koigwa aya bakagechigwa, bakarigia goita abatomwa bakwe.",Trilingual-Bible
124060,"I don’t do this for your sake,” says the Lord Yahweh. “Let it be known to you. Be ashamed and confounded for your ways, house of Israel.”","Inwe Abaisraeli, tingokora amaya ayio ase engencho y’ogokora kwaino; momanye amang’ana ayio buya kegima. Inwe goika mosookigwe ase engencho y’ogokora kwaino. Nabo Omonene ateebire.",Trilingual-Bible
145977,IF YOU KNOW THIS ABOUT JESUS HE GIVES YOU HIS LIFE,BUNA ORAMANYE NG'A YESU OSOIRE IME YE ENKORO YAO,ENG-EKE
138826,"Investigate the matter of the dog that bit a government official in Nyamira County, which was reported by investigators investigating the issue of stolen property.","Chikanisa chiria chikoira amaremo yeserikali ase ekaunti ya Nyamira, chiakureirwe nabateneneri bechikanisa chio koborigwa kobwatia amachiko",ENG-EKE
101516,Correct details on CBA portal now.,Amang'ana amaikeranu bono igoro yechisemi chiria chirengete okwenya gwa kera omwana nao chire ase (CBA) bono.,PSA
126831,"When they had crucified him, they divided his clothing among them, casting lots,","Kobamobambire bagakora obomera, bagaatanana chianga chiaye.",Trilingual-Bible
122155,He judged the cause of the poor and needy; so then it was well. Wasn’t this to know me?” says Yahweh.,"Ere nigo arenge konacha ebiina ebironge ase abataka na ase abaremerwa, ase igo amang’ana akaba amaya asare. Inee! Ase ogokora igo tari rirorio okomanya inche? Nab’Omonene akwanire.",Trilingual-Bible
122963,"In the ninth year of his reign, in the tenth month, in the tenth day of the month, Nebuchadnezzar king of Babylon came, he and all his army, against Jerusalem, and encamped against it; and they built forts against it round about.","Ase omwaka o kianda, rituko ria ikomi ri’omotienyi o ikomi bw’okogamba kwa Nebukadinesaro, omorwoti o Babiloni, amo nabarwani baye bonsi b’esegi bagacha korwania Yerusalemu. Barabwo bakayonaaria na bakaagacha orwaki rw’ogwekengera rokayoetanana.",Trilingual-Bible
137220,"Nicanor came to Jerusalem with a great army. He sent to Judas and his kindred deceitfully with words of peace, saying,","Nikanori agaika Yerusalemu na abarwani be esegi abange ogokumia. Agateema boigo komong’aina Yuda amo na abamwabo na amang’ana yomorembe,",ENG-EKE
115304,"in Jeshua, in Moladah, Beth Pelet,","abande bakamenya Yesua, na Molada, na Beti-Peleti,",Trilingual-Bible
126346,"They reasoned among themselves, saying, “We brought no bread.”","Bakaboorania, bagoteeba, “Titwarentete emegati.”",Trilingual-Bible
143153,"Speaking with Apoko, he said this inspection is intended so that Kisii County residents can live peacefully and safely.","korengana na apoko, engaki eye nero engiya yokoagacha chipara erio abanto bekaunti ya kisii baororberigwe obosombi ande onsi ase bare.",ENG-EKE
141319,"That bird is known for its speed, but people don't know what makes it so fast. This bird helped those who needed assistance, offering support and encouragement, but some doubted its ability because of its small size.","Okanyoni oyo nigo arenge omosiniini mono batare koyemanya buna n' Oknyoni ki orenge. Okanyoni oyo akabakwanera korende as’ eng’encho aba barenge n’ obororo obonge, tibachia komokwanera ekiagera nigo bayechayete buna tayarenge n’amang’ana arabakonye nonya n’ asinini.",ENG-EKE
129224,"Jesus therefore, again groaning in himself, came to the tomb. Now it was a cave, and a stone lay against it.","Nabo Yeso oichanete naende ase omoyo oye, agaika ase embeera. Ero nigo yarenge rikuruma, naende rigena ndiabegetwe igoro yaye.",Trilingual-Bible
125566,Yahweh showed me four craftsmen.,Erio Omonene akanyorokia abaturi b’ebioma baane.,Trilingual-Bible
131144,Now concerning the things about which you wrote to me: it is good for a man not to touch a woman.,"Gaki ase amang’ana aya mwandikerete, mbuya omosacha takuna omokungu.",Trilingual-Bible
103929,"In the time of her travail, behold, twins were in her womb.","Ekero engaki yaye y’okoibora yachia goika, akarorekana ore ne chibarongo enda yaye ime.",Trilingual-Bible
119582,"A cheerful heart makes good medicine, but a crushed spirit dries up the bones.","Enkoro ere n’omogooko nigo ekogwenia buna eriogo, korende omoichano ore ase enkoro nigo okwomia emeseto y’amauga.",Trilingual-Bible
145750,"These words, both the mediator and the deceased, agreed on a custom among the descendants of the deceased and were able to say “Yes, we agree.” And the others said, “Yes, we agree with the children.” The deceased said, “Father, we agree,” while the others said, “Yes, father, we agree with the children.” But they all disagreed about how to share the inheritance and how to distribute the wealth. Sharing inheritance is important for maintaining relationships with the descendants.",Oboamate obuya - omosacha okoreire enyangi tatakeire koibera abamwabo !!,ENG-EKE
103656,"The man increased exceedingly, and had large flocks, female servants and male servants, and camels and donkeys.","Ase igo, Yakobo akaba okomenteka koba omotenenku, akaba namaicho amange, na abasomba, abaiseke na abamura, ne chingamia, ne chitigere.",Trilingual-Bible
114525,"So the couriers went with the letters from the king and his princes throughout all Israel and Judah, according to the commandment of the king, saying, “You children of Israel, turn again to Yahweh, the God of Abraham, Isaac, and Israel, that he may return to the remnant of you that have escaped out of the hand of the kings of Assyria.","Abanto abaare abaango bakaegwa amarube korwa ase omorwoti na abagaambi b’oborwoti, bakayaira ase ense yonsi y’Abaisraeli na ey’Abayuda, bagateeba buna bachigetwe nomorwoti, bagateeba. “Inwe Abaisraeli, moiranere Omonene, Nyasae o Aburaamu, na o Isaka, na o Israeli, erio nere nabairanere inwe abamore abatigari mwatoorekire korwa ase amaboko ’abarwoti b’Abaasuri.",Trilingual-Bible
106383,"those who were counted of them, of the tribe of Reuben, were forty-six thousand five hundred.","nigo barenge chilifu emerongo ene na isano nemo, n’amagana atano (46,500).",Trilingual-Bible
143928,"Season's Greetings: The United States Post Office, Bethlehem Branch. 820 Christmas Avenue, Bethlehem, Georgia, 30620, USA. Mwanyagetinge.com/2014","Seasons Greetings: The Unites States Post Office, Bethlehem Branch. 820 Christmas Avenue, Bethlehem, Georgia, 30620, USA. Mwanyagetinge.com/2014",ENG-EKE
124872,"But although they sold themselves among the nations, I will now gather them; and they begin to waste away because of the oppression of the king of mighty ones.","Ee, nonya benyoreire abanto b’ebisaku ebiaao ng’a baabakonye, nimbasangererie amo bwango, mbakeyie babe inse y’ogochandwa kw’omorwoti oria bw’abagaambi.",Trilingual-Bible
141080,Featured,Featured,ENG-EKE
143180,"The Member of Parliament for Nakuru Town West Constituency Hon.Samuel Arama said he will bring a motion to amend the ""Alcohol Drinks and Control Act of 2010"" to legalize busaa. He added that this law is causing hardship for people because busaa production is prohibited and brewers are facing challenges and their businesses are being shut down due to illegal busaa brewing. Reportedly Nancy Kemunto Ekiababa and Hon. Samuel Arama were at a meeting in Bwebigeri where this issue was discussed extensively.","Omobunge bwe econstituency ya Nakuru Town West Hon.Samuel Arama nigo are nekerenga kiogochia gokorera amaonchorerio ensemo yerichiko ria “Alcohol drinks and control act of 2010 to legalise busaa” Nigo atebire buna richiko erio ribaise goeta emeremo neetoke, ebusaa korosigwa ne ebirengo bio obochenu bwa igoro ne ebango gotoka ase chinsemo ebusaa eraonigwe. Sangana Nancy Kemunto Ekiababa amo na Hon. Samuel Arama ime yomoroberio Bwebigeri erio bwemanyie amange.",ENG-EKE
105575,"He shall bring the bull to the door of the Tent of Meeting before Yahweh; and he shall lay his hand on the head of the bull, and kill the bull before Yahweh.","Arente eeri eria ase obosio bwane agwo ase egesoero ki’Eema y’Omosangererekano. Erio goika abeeke okoboko kwaye igoro ase omotwe bw’eeri eria, na ayenyeenyere agwo ase obosio bwane.",Trilingual-Bible
133981,"But playing libeke is hot work, even when youre under the trees next to the river. First we took off our shoes. But we were still hot. Then we took off our shirts and skirts. But we were still hot.",Tokabeka amagoro aito roche gwekendia. Koruoo togesiarera amache mobere. Ake ake tokanyia namache emebere yonsi.,Trilingual-Storybooks
142909,Ensure sufficient moisture and fertilizer for good growth. The ideal temperature range is 20–25 °C and humidity 2–6.,Otakeire ogese chintetere chinkendu konyara komera buya. Ineka chintetere ase amache abwate riberera goika 20–25 °C ase chinsa 2–6.,ENG-EKE
100887,Taking over-the-counter or herbal medicines without a prescription during pregnancy can be dangerous.,Konywa amariogo yemete yorosana gose amariogo yokogorwa atabwati obomanyi bw'omoringoria chingaki chioborito nabo gokoba okobe kegima.,PSA
101464,Stagnant water breeds mosquitoes. Use bed nets and report mosquito infestations to health authorities.,Chiumbu nigo chikoiborerana ase amache atereime. Tumia chineti chiebitanda korara na manyia abanyagitari igoro yokoromwa nechiumbu na buna abanto barwarete.,PSA
112929,But the captain of the guard left some of the poorest of the land to work the vineyards and fields.,"Korende omoteneneri oria bw’abarendi agatiga abanto bande baria baarenge abataka mono, b’ense eria babeereo, babe bagokora emeremo ase emegondo y’emesabibu na gokora emeremo y’okorema.",Trilingual-Bible
144172,"Mosera Ibu and Nyamisanchu. Because Nyamisanchu loved her family very much. She would save little by little until she managed to buy good clothes. It was said, people did not have much.","Mosera Ibu amo na na Nyamisanchu. Korende Nyamisanchu tanchete moibori omwabo. Nigo are komororera endamwamu enyinge sana mbaka akagania amakweri amoire. Goikera ekero eke, banto mbare gokwa.",ENG-EKE
