English,Domain
Breastfeeding is foundational for both child survival and maternal health.,Health
Certain plants poison livestock. Farmers should remove toxic plants and provide alternative fodder during drought. Veterinary analysis supports diagnosis.,Security
"Kenya steps up surveillance, response measures to curb mpox",Disaster/Health
Report accessibility issues in public buildings for disabled persons.,Security
KNCHR tells of citizen engagement programs boosting security and human rights awareness in Kisumu County,Security
Climate information and Kenya's women smallholder farmers: a needs assessment (Jan 2023),Disaster/Health
"To provide, promote and co-ordinate the training sector by assuring quality, inclusiveness and relevance for the enhancement of the national economy and global competitiveness.",General
"Bridging policy and practice: Key insights from the Water, Peace and Climate Conference in Kenya",Disaster/Health
A triple emergency in Kenya amid malaria and measles outbreaks,Disaster/Health
Tharaka Nithi County: Drought Early Warning Bulletin for July 2023,Disaster/Health
The next phase is to ensure that every patient benefits from the same standard of high-quality care.,Health
Tana River County: Drought Early Warning Bulletin for July 2024,Disaster/Health
Data is critical tool as farmers fight drought in Kenya,Disaster/Health
UNHCR Kenya: Multi-year Strategy 2023 - 2026 - Livelihoods and Economic Inclusion (June 2022),Disaster/Health
Stay informed about current market prices for vegetables in major markets like Mombasa. Knowledge is power in negotiations.,Agriculture
The DCI urges business owners to stay alert to to improve service provision.,Governance
"Men's mental health awareness is critically important because they face unique challenges and pressures from society. Research shows that men are less likely to ask for help with mental health issues than women. This is often because society expects men not to show vulnerability or emotions. This can lead to serious problems, including a higher rate of suicide among men, who are almost four times more likely to die by suicide than women",Health
Govt kicks of distribution of mosquito nets. Govt aims at distributing 15.3M treated nets,Health
Makueni County: Drought Early Warning Bulletin for November 2022,Disaster/Health
Turkana County: Drought Early Warning Bulletin for September 2022,Disaster/Health
Differentiate your free-range eggs in the market by creating a strong brand identity. Learn basic branding principles and marketing techniques.,Agriculture
Use official hotlines and online portals to anonymously report corruption for prompt law enforcement action.,Security
Tana River County: Drought Early Warning Bulletin for April 2024,Disaster/Health
Kenya: Floods - DREF Operation (MDRKE058),Disaster/Health
"Secretary-General, Saddened by Deaths in Flooding, Pledges UN Support to Kenya",Disaster/Health
"Additionally, 400 000 animals will be dewormed, treated against internal and external parasites and given multivitamins to sustain milk and meat production and survive through this period, directly preserving the livelihoods and nutritional well-being of 4 000 vulnerable households.",Health
"Seasonal gains in water and pasture are uneven and short‑lived, while depleted herds, high food prices, and reduced assistance continue to push vulnerable households toward irreversible losses.",Disaster/Health
Demonstrate proper overtaking on highways to prevent accidents,Security
"If you see a power cable fallen, stay away and call 999 immediately.",Security
Support students! Fund school mental health services.,Education
Kenya Situation Update | May 2024: The resurgence of teacher protests and infighting within civilian and security institutions,Disaster/Health
Motorcycle ambulance helps pregnant women in drought-stricken community to access life-saving maternal health care,Health
Kenya | Complex Emergency Operation Update MDRKE068,Disaster/Health
"Five new Mpox cases detected in Kenya, one patient in isolation",Health
Kenya promotes biosecurity measures to prevent livestock disease outbreaks.,Agriculture
Live KCSE 2025 prediction marathon starts 6PM daily – free on KICD channel!,Education
Kenya: Refugee Policy Review Framework Country Summary as at 31 December 2021,Disaster/Health
"Additional priorities include developing underexploited Pharmaceutical Value Chain Level 4 (API production) and Level 5 (R&D), which require advanced technology, specialized skills, and significant investment despite available government incentives.",Governance
Free KCSE 2025 mock papers for all subjects uploaded – download before midnight crash!,Education
"Consequently, trust is often the first line of defense for public health. This was one of the key messages highlighted by the World Health Organization's Representative in Angola, Dr. Indrajit Hazarika, when he pointed out that effective communication is not about demonstrating knowledge, but about ensuring understanding, and that credibility is not built during a crisis, but every single day.",General
Expand minds! Stock school libraries with diverse books.,Education
IEBC urges students to take this opportunity to register as voters.,Governance
Proper manure handling prevents disease. Compost before use and store away from water sources.,Security
Kenya launches its Disaster Risk Financing Strategy 2026–2030,Disaster/Health
Kenya adopts updated UN and FATF sanctions lists targeting terrorism financing.,Security
You don't need to deal with a broker to access any NTSA service. Kindly report corruption and bribery related,Governance
"Ouidah—Benin is intensifying its efforts in the fight against malaria by relying on innovative strategies. Every three years, the country organizes a nationwide campaign to distribute free long-lasting insecticide-treate…",General
Delayed. Denied: Legal and Administrative Bottlenecks to Effective and Efficient Delivery of Justice for Survivors of SGBV in Kenya,Disaster/Health
Organize exchange programs 2020.,Education
Kenya and the United Kingdom opened a new Anti Terrorism Police Unit facility in Mombasa to strengthen operations.,Security
Gender Strategy on Weather and Climate Information Services in East Africa,Disaster/Health
"Navigating the City - The Internal Migration of Refugees from Kakuma and Dadaab Refugee Camps to Nairobi, Working paper 3 - December 2024",Disaster/Health
"""We urge Kenyans to double-check the legitimacy of any NGO requesting donations via mobile payment. Many have been flagged for fraud.""",Security
"« Lorsque les filles réussissent, c'est l'ensemble des communautés qui commence à changer » : un refuge rural du Kenya donne de l'espoir aux filles malgré les mutilations génitales féminines",Disaster/Health
"""Be cautious of agents offering NHIF registration at matatu stages. Report such individuals to the nearest police post. NHIF registration is free.""",Security
Expectant mothers are urged to start antenatal care visits during the first trimester of pregnancy to monitor both mother and baby's health. Early check-ups help identify risks and ensure safe delivery.,Health
Use fog lights correctly to enhance visibility.,Security
Wajir County: Drought Early Warning Bulletin for July 2024,Disaster/Health
Tana River County: Drought Early Warning Bulletin for July 2023,Disaster/Health
Kitui County: Drought Early Warning Bulletin for October 2023,Disaster/Health
"Educational institutions must implement prevention programs that address harassment, assault, and exploitation in learning environments.",Security
"Explore opportunities for your small farm or cooperative to supply fresh meat to hospitals (schools, hospitals) for their feeding programs.",Agriculture
"#CervicalCancer is the easier gynecologic cancer to prevent, with regular screening tests and follow-up #CervicalHealthMonth @kenconetwork @ClintonHealth @Women4Cancer @oasisoflifeke @PSKenya_ @KEMRI_Kenya @AfriCF",Public Health
Absorbing Climate Shocks and Easing Conflict in Kenya's Rift Valley,Disaster/Health
Shred documents containing personal information before disposal.,Security
Upgrade dorms! Install fire exits in schools.,Education
"Communities, stay safe! Prevent abductions near schools.",Education
Strategic communication campaigns promote non-violent norms and responsible media coverage of gender-based violence.,Security
"Localisation of Protection Programming in Garissa & Turkana, Kenya (July 2024)",Disaster/Health
"Conserve water on your farm through techniques like mulching, rainwater harvesting, and drought-resistant crops like sweet potatoes.",Agriculture
"Encourage proper vehicle maintenance, child safety, and driver education programs",Security
Upgrade ICT infrastructure 2021.,Education
"Kenya Key Message Update: Emergency (IPC Phase 4) acute food insecurity in northern and northeastern Kenya, May 2022",Disaster/Health
Narok County: Drought Early Warning Bulletin for August 2024,Disaster/Health
Kenya Statistics Infographics | March 2026,Disaster/Health
"Community policing committees model in Narumoru station (serving Nyeri County), supported by IMLU, engaging community officers",Security
"A multi-agency forum aligned civil society, oversight bodies, and government to develop a coordinated police reform strategy.",Security
"Safaricom Chief Executive Officer, Mr. Peter Ndegwa today paid a courtesy call on the Cabinet Secretary for Health, Hon. Mutahi Kagwe and explored areas of partnership in regard to COVID-19. @SafaricomPLC is currently hosting the COVID-19 call centre. #KomeshaCorona Update.",Public Health
"Building on lessons from the DRF Strategy 2018–2022, this updated Strategy expands beyond risk retention and risk transfer to incorporate investments for risk reduction.",Disaster/Health
Reduced soil erosion: Reducing tillage and maintaining soil cover with crop residues can reduce erosion by up to 80%. CA also generally increases soil organic ...,Agriculture
Kenya introduces WHO child development assessment tool in national health survey for the first time,Disaster/Health
Train on data management 2023.,Education
Lamu County: Drought Early Warning Bulletin for May 2024,Disaster/Health
National Drought Early Warning Bulletin January 2025,Disaster/Health
Learning is a Lifeline: Access to Education for Refugee Children in Kenya,Education
Use privacy screens on laptops in public to prevent shoulder surfing.,Security
"Do not share your MPESA PIN with anyone. Safaricom and banks will never ask for it. If in doubt, call official support.",Security
Use crossing points and traffic lights where available.,Security
"The county department of health – Uasin Gishu, however, dismissed the rumor through public notice as false.",Governance
Tana River County: Drought Early Warning Bulletin for September 2022,Disaster/Health
"If your child is not sitting, crawling, or speaking by the expected age, visit a pediatric clinic for evaluation",Health
"This will de-risk the LM investment landscape and attract capital needed for infrastructure upgrades and foster private sector-led growth for supply stability, health security, and a future of shared prosperity for Kenya and Africa.",Health
"(b) build institutional capacity to conduct high quality applied research, relevant to addressing a key development challenge/priority;",General
EACC filed 47 civil suits to recover KSh 9.2B in stolen assets.,Security
"Pan African University Institute of Basic Sciences, Technology and Innovation (PAUSTI) Project under DUE",General
"Report child labor, forced marriage, and abuse to relevant authorities or hotlines.",Security
"WHO recommends that infants born to mothers living with HIV are tested for HIV, at birth, six weeks, during breastfeeding, and when breastfeeding ends given the continued risk of transmission during this period. Older children, especially offspring and siblings of persons infected with HIV, should also be tested.",General
"A petition is a formal request submitted to the County Assembly by individuals or organizations from the public, seeking the Assembly's intervention on matters falling within its legislative authority.",Governance
Kajiado County: Drought Early Warning Bulletin for June 2022,Disaster/Health
"Everyone has the right to participate in government and public affairs, including by seeking to be elected and to vote in genuinely democratic elections.",Governance
"Despite many challenges, some countries have adopted HIV service delivery models for people from key populations that are entirely or partly financed domestically and that could be sustainable at scale.",Health
"Kenya Price Bulletin, October 2024",Disaster/Health
Are you enjoying relaxing by the water this summer? Be safe around the water. Learn about drowning prevention tips.,Health
Residents are advised to participate in during this period.,Governance
African Anti‑Corruption Day linked corruption to human rights harm.,Security
Animal noise disturbs communities. Proper housing reduces noise and prevents complaints.,Security
OMR answer sheets for KPSEA 2025 now use circles instead of lines.,Education
"USAID/BHA Kenya Assistance Overview, August 2024",Disaster/Health
"We are reminding you to strictly adhere to the containment measures as our first line of defence against this virus; wash hands regularly with soap & running water, wearing of face masks in public places, maintaining social & physical distance, & avoiding all forms of gatherings.",Public Health
The use of GM technology has helped farmers to make money by giving them better seeds that resist the destructive insects from feeding on the crop in the field.,Agriculture
An examination of patented technologies related to agricultural biotechnology illustrated the large in- crease in both public and private sector patents since.,Agriculture
Free laptops & toolkits for all 2025 TVET engineering graduates.,Education
Meru (Meru-North) County: Drought Early Warning Bulletin for July 2023,Disaster/Health
KNEC releases KCSE 2025 chief examiner reports early – download before exams!,Education
Access results via school portal from December 1.,Education
"Kenya - Floods, update (Kenya Meteorological Department, media, International Charter) (ECHO Daily Flash of 14 May 2024)",Disaster/Health
"Access accurate weather forecasts for your area to plan dairy farming like planting, spraying, or harvesting effectively.",Agriculture
Lead the way! Participate in school leadership elections.,Education
Ministry of health issues cholera alert as 61 cases are confirmed,Disaster/Health
Hospitals urged to embrace and provide services under SHA,Governance
Marsabit County: Drought Early Warning Bulletin for February 2024,Disaster/Health
Document and resist illegal evictions; share lessons learned.,Security
Historic drought in the Horn of Africa: Women and girls fleeing one crisis for another,Disaster/Health
National Drought Early Warning Bulletin (April 2022),Disaster/Health
Isiolo County: Drought Early Warning Bulletin for December 2023,Disaster/Health
The ministry of education with technical support of WFP have jointly implemented the school meal programs in food insecure regions of Kenya since 1980 with the objectives to encouraging parents to enroll and keep their children in schools and to encourage pupils to learn these school meal program has been implemented on five year phases since the inception.The SMP programme encompass provision of a mid-day meal to public primary school children in Arid and Semi-Arid Sub-Counties and the informal settlements of Nairobi. By 2008 1.2 million pupils were beneficiaries of the program and this has increased the number of beneficiaries to 1.6 million in Arid and selected schools in Semi-Arid lands.,General
Kilifi County: Drought Early Warning Bulletin for July 2023,Disaster/Health
High threat of kidnapping targeting foreigners in northern and coastal areas and travelers are urged to avoid high risk zones.,Security
Support inclusion! Ensure schools have ramps and aids for disabled students.,Education
"6 Years on: how a water access project impacted lives in Churo, Kenya",Disaster/Health
"The lesson is simple: information, on its own, has limited impact. When communities are involved, trust, adherence to recommendations, and the capacity to respond all increase. It is precisely this vision that underpins the WHO Regional Strategy for Africa on Community Protection and Resilience (2023–2030).",General
Meru (Meru-North) County: Drought Early Warning Bulletin for May 2022,Disaster/Health
NPS published a list of most wanted terror suspects and urged anonymous public reporting.,Security
Rapid Gender Analysis and Protection Assessment of Drought Situation in Marsabit County,Disaster/Health
Ready to register your group? Follow this guide to understand the legal requirements and process for registering a cooperative in Kenya.,Agriculture
The Policy is aligned to the Fourth Medium -Term Plan (2023 -2027) of the Kenya Vision 2030 that prioritizes implementation of economic recovery strategies under the Government's BottomUp Economic Transformation Agenda (BETA) .,Governance
"PAUSTI receives funding from the African Development Bank (ADB) through the Government, Ministry of Education, under the recurrent funds for universities. The financial implication to the Ministry is about Kshs. 70 million disbursed to PAUSTI every year as grants for recurrent expenditure. The institute has used the savings to contract Phase I and II of the PAUSTI block.",General
Free Adobe Creative Cloud for all university students – claim with .ac.ke email NOW!,Education
"Lifelong treatment and care for mothers living with HIV, or eligible for treatment for HBV or syphilis.",General
"If we realize that you have not declared some of your assets, we will sue you for that and recover the assets that you have failed to declare - EACC CEO Mohamud warns public officers",Governance
"CS Miano urges Ndaragwa residents to continue registering with the Social Health Authority (SHA), emphasizing the importance of Universal Health Coverage.",Governance
"WFP Kenya Country Brief, August 2024",Disaster/Health
Health PS distributes mosquito nets in Busia County. Malaria prevalence in Busia stands at 39%. 22 counties targeted in latest campaign,Health
The taskforce on Mental health led by Prof. Lukoye Atwoli today held its public participation sitting at Kisumu Town Hall after paying a courtesy call on Kisumu Deputy Governor Dr. Mathew Owili. @kenya_mental @syengomutisya @IAsin @JNJAfrica @LukoyeAtwoli @ChiromoLMC @G_Mbugua1,Public Health
Embu (Mbeere) County: Drought Early Warning Bulletin for July 2024,Disaster/Health
Grade 9 learners transition after KJSEA results in December.,Education
Kenya - Ethiopia Bi-National Simulation Exercise on the Protection of People Displaced across Borders in Disaster,Disaster/Health
"Sustainable Farming Services Africa (SFSA) is an advisory, training and consulting firm working within the agriculture sector in Kenya and elsewhere in Africa. We exist to promote the concepts of sustainability in farming practices in order to ensure profitability from agribusiness today while securing productivity of the same resources for future generations.",Agriculture
Train teachers! Teach protest safety protocols.,Education
Kenya Turkana County - Turkana West - General Reference Map (09/11/2023),Disaster/Health
Garissa County: Drought Early Warning Bulletin for October 2024,Disaster/Health
Water Mission Responding to East Africa Flooding with Emergency Safe Water,Disaster/Health
"Concurrent outbreaks of cholera, measles (over 300 cases), dengue and Mpox are increasing public health risks.While no Ebola cases have been reported, Kenya remains at high risk, with preparedness led by the Kenya National Public Health Institute.",Health
"Building on this foundation, C-PEACE applies an integrated approach to deliver environmental, livelihood and peacebuilding outcomes in fragile settings.",Disaster/Health
Turkana County: Drought Early Warning Bulletin for July 2023,Disaster/Health
3 million pupils in participating schools will benefit from more effective and present teachers as well as improved teaching-learning inputs,General
This issue is particularly significant with regard to the provision of HIV and sexual and reproductive health and rights (SRHR) for young people in eastern and southern Africa.,Health
Narok County: Drought Early Warning Bulletin for February 2023,Disaster/Health
NDMA disburses Ksh1.1 billion for drought affected families,Disaster/Health
Market linkage and coordination. Connecting farmers with markets through digital platforms requires coordination between various stakeholders.,Agriculture
Kenya - Garissa County - Dadaab - Hagadera Refugee Camp - Education and Health Infrastructure - as of May 2022,Disaster/Health
"A report documented systemic excessive force during protests and called for prosecutions, crowd control reforms, and stronger conduct enforcement mechanisms.",Security
National Drought Early Warning Bulletin (August 2023),Disaster/Health
KOICA in partnership with Kajiado County Government and UNOPS hand over critical ICU equipment and medical supplies to Kitengela Sub-County Hospital,Disaster/Health
Lamu County: Drought Early Warning Bulletin for December 2022,Disaster/Health
"Kenya, Africa | El Niño Floods 2023-24 - Final Report (MDRKE058)",Disaster/Health
"All TVET trainees to get Ksh 7,000 monthly stipend starting January.",Education
"The meeting which was graced by His Excellency the President, Uhuru Kenyatta, noted the increasing significance of a viable vaccine in the containment of the spread of Covid-19.",Public Health
Kindly proceed to apply for a duplicate logbook from your account. Please reach out if your require any more information.,Governance
Use digital learning tools in classrooms 2024.,Education
"Consolidated guidelines on HIV prevention, testing, treatment, service delivery and monitoring: Recommendations for a public health approach",General
Do not allow children to play near stones during construction.,Security
Kwale County: Drought Early Warning Bulletin for May 2023,Disaster/Health
"Precision agriculture, agri-information and the development of digital agri-markets, among other technologies, contribute to data generation and.",Agriculture
Agricultural insurance protects against risks like drought. Learn about available insurance products for dairy cattle and how to access them.,Agriculture
Older women experience specific forms of abuse. Caregiver training supports prevention and protection.,Security
Pilot providing mobile seed kits and training to women's groups to grow nutritious food in informal settlements.,Health
"Africa CDC Epidemic Intelligence Weekly Report, 03 January 2025",Disaster/Health
"United Kingdom advisory urges continued vigilance due to unpredictable threats in public places, hotels, and religious sites.",Security
Participate in national celebrations or campaigns that emphasize ethics and integrity,Security
Provide scholarships for sports 2020.,Education
Kilifi County: Drought Early Warning Bulletin for June 2023,Disaster/Health
Some found solutions in facilitation of extra teams to input information in the system in order to avoid backlogs and use of support from neighbours and family to pre-register vaccines before getting to the vaccination site.,Health
"Communities, be vigilant! Report terror threats near schools.",Education
"The PforR is grounded in the Government's NESSP II (2022 to 2026). NESSP II includes four pillars that are critical for addressing inequities in access to quality basic education: (i) access and participation; (ii) equity and inclusiveness; (iii) quality and relevance; and (iv) governance and accountability. Concerning regional access and quality, NESSP II aims to address regional disparities in access, and improvement in learning outcomes across the country. NESSP II also emphasizes girls' education and refugees' education as cross cutting issues.",General
"Women's mental health can be influenced by hormonal changes related to the menstrual cycle, pregnancy, and menopause. Substance use can disrupt these hormonal balances, potentially intensifying mental health symptoms",Health
Transform street children's lives through shelter programs.,Security
Keep shrubbery near entry points low to maintain visibility.,Security
"AATF believes that technology can be a catalyst for the transformation of the agriculture sector in. Africa, as it has been in other parts of the world. Our ...",Agriculture
The County Government has issued a directive requiring members of the public to take advantage of.,Governance
Schools to hold mock elections every term – new CBC requirement.,Education
"It is #immunizationweek and Nairobi County Health Team is doing a great thing by providing supportive supervision to the city health centres. Today they were at Nairobi South Health Centre assessing Covid19 IPC & Response, Immunization & other Programs. #KomeshaCorona update",Public Health
"WFP Kenya Country Brief, February 2024",Disaster/Health
Featured Article. UK-CGIAR News. How Vegetable Integrated Push Pull Technology is revolutionizing cowpea farming in Western Kenya. 16 July 2025. More News ...,Agriculture
NSSF alerts contributors to disregard WhatsApp messages claiming there is a special withdrawal window for those over 40. No such provision exists.,Security
Healthcare facilities must screen for violence and provide safe and comprehensive responses for survivors.,Security
Kenya Registered Refugees and Asylum-Seekers | November 2025,Disaster/Health
Continue breastfeeding during the night to meet baby's nutrition needs and maintain milk supply.,Health
"Learn about extension services available in your area from KALRO. Know how to access advice, training, and support.",Agriculture
Canada advises high vigilance across Kenya due to ongoing extremist threats and warns against large gatherings.,Security
Excessive screen use affects attention and sleep in young children. Encourage physical play instead.,Health
The Commission invites all new eligible voters and those seeking transfer of registration status and update of voter particulars/information to visit their preferred IEBCKenya constituency offices with their national identity card or valid Kenyan passport to register.,Governance
The application of digital technologies and other innovations to the agriculture sector can also help increase agricultural productivity. Both ...,Agriculture
Train teachers! Prepare for landslide safety in schools.,Education
"Breaking down stigmas and barriers to care in Mombasa, Kenya",Disaster/Health
Samburu County: Drought Early Warning Bulletin for January 2023,Disaster/Health
Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Security
"SHE-GROW (a contraction of ""Sustainable Holistic Empowerment: Growing Economic Resilience Opportunities for Women in Rural Africa"") is an 18-month initiative aimed at strengthening the economic resilience of women and their communities in Kenya, Côte d'Ivoire and Morocco.",Disaster/Health
Nyeri (Kieni) County: Drought Early Warning Bulletin for April 2024,Disaster/Health
AIRA Infodemic Trends Report 29 July - 5 August 2024 (Weekly Brief #130),Disaster/Health
"The impacts of chronic heat are far-reaching and cumulative, affecting health, daily activities, livelihoods and productivity.",Health
"Self-care isn't selfish; it's survival, strength, and showing up for yourself. Every choice to protect your health is a quiet act of power for you, and for the people who count on you. This International Self-Care Day, choose yourself. Take the walk. Book the check-up. Ask the questions. Rest when you need to. Choose one healthy habit today — and let it be the beginning of many. Your health is worth your time.",Health
Makueni County: Drought Early Warning Bulletin for June 2023,Disaster/Health
"Kenya - Floods, update (Reliefweb, NOAA) (ECHO Daily Flash of 23 November 2023)",Disaster/Health
Consolidated guidelines on person-centred HIV strategic information: strengthening routine data for impact,General
Intimate partner violence often escalates gradually. Early recognition and training for frontline professionals support prevention and safe referrals.,Security
Kenya first submitted AMR data to GLASS in 2021 and transitioned to individual-level reporting in 2025.,Disaster/Health
"Migrants' Right to Health – Legal and Policy Instruments Related to Migrants' Access to Health Care, Social Protection and Labour in Selected East African Countries",Health
Fund arts festivals 2022.,Education
"He further pledged to work closely with Governor Timamy to foster unity in Lamu County, urging residents to shun divisive politics â '¬  especially those driven by tribal, religious, or regional differences â '¬  for the sake of progress.",Governance
Narok County: Drought Early Warning Bulletin for October 2022,Disaster/Health
The IEBC has issued a directive requiring parents to provide information on.,Governance
"The cost of reaching more farmers with digital extension is low, and there are several other benefits too. Moreover, there are many ...",Agriculture
"Eighteen communities across the 3 countries, selected for their vulnerability to climate change and limited access to economic opportunities, are targeted.",Disaster/Health
"Kenya - Flash floods (Kenya Met, media) (ECHO Daily Flash of 06 April 2023)",Disaster/Health
Promote coding clubs 2024.,Education
"The National Police Service commends the continued cooperation of local residents in supporting this initiative to enhance peace, security, and stability in the region.""We encourage the public to maintain their support by providing information at their nearest police station, or by calling 999, 911, or 112.",Governance
EACC rubbishes KERRA employees defence that he raised 21 M for dowry urges court not to unfreeze.,Governance
Scientists from ILRI and KALRO outline strategies to eradicate Contagious Bovine Pleuropneumonia in Kenya through collaborative vaccination efforts.,Agriculture
WFP Kenya Country Brief November 2025,Disaster/Health
Policy Brief: Breastfeeding for Resilience and a Healthier Planet Promoting Optimal Infant Feeding Practices Across the Mandera Triangle,Disaster/Health
WHO ramps up COVID-19 support to hotspot countries in Africa6 August 2020,General
"We encourage people to seek treatment at health care facilities once they experience any symptoms. When you seek treatment early, you protect yourself against severe malaria.",Health
Expansion of special needs classrooms in 300 public schools.,Education
risk-reduction information and education and provision of naloxone;,General
Mothers are advised to exclusively breastfeed their babies for the first six months without giving water or food. Breastmilk provides all the nutrients and protection a baby needs.,Health
Kenya: Cholera Outbreak - Operational update (MDRKE054),Disaster/Health
Makueni County: Drought Early Warning Bulletin for July 2023,Disaster/Health
"Apply for a Passport Apply for a Driving License KRA Services Apply for a Birth Certificate Apply for Certificate of Good Conduct Save for Affordable Housing Register a Business Apply for a Marriage Certificate Over 22,000 Government services now available from 100+ Ministries, Counties, Departments and Agencies.",Governance
Vaccinate students against measles 2020.,Education
"Though the overall coverage was higher than the national average, it was limited by availability of commodities; therefore addressing procurement inefficiencies to ensure regular availability of all necessary HPV screening commodities is necessary for an effective HPV-based cervical cancer screening program rollout.",Health
Turkana County: Drought Early Warning Bulletin for January 2023,Disaster/Health
"These technologies range from precision farming and satellite imaging to drone technology and artificial intelligence, digital tools and can ...",Agriculture
UNICEF Kenya Humanitarian Situation Report (Year End) - 01 January to 31 December 2024,Disaster/Health
Nyeri (Kieni) County: Drought Early Warning Bulletin for March 2023,Disaster/Health
Raise awareness! Teach abduction prevention in schools.,Education
Between drought and deluge: the fragility of 'resilience' in Kakuma Refugee Camp,Disaster/Health
Kajiado County: Drought Early Warning Bulletin for September 2022,Disaster/Health
Nyeri (Kieni) County: Drought Early Warning Bulletin for December 2022,Disaster/Health
"Awareness of heat risks and potential adaptation measures appears low, while financial constraints, lack of technical skills and insecure land tenure discourage investments to make homes safer and more resilient to rising temperatures.",Disaster/Health
Provide hotlines for reporting police abuse safely.,Security
Enroll now! Join nomadic schools for pastoralist children.,Education
"Satellite detected water extent in Garissa City, Dujis County, Garissa Province, Kenya as of 26 November 2023 - Imagery Analysis: 26/11/2023 | Published 27/11/2023 V1",Disaster/Health
Butere Subcounty public health officers conducts #COVID19 screening and sensitization along the road to prevent the potential spread of the virus within the communities. #KomeshaCorona update.,Public Health
Samburu County: Drought Early Warning Bulletin for July 2023,Disaster/Health
The government advises stakeholders to submit comments on for effective governance.,Governance
"WFP Kenya Country Brief, May 2025",Disaster/Health
"Free TVET courses in AI, robotics & coding – 5,000 slots open countrywide.",Education
Wajir County: Drought Early Warning Bulletin for June 2024,Disaster/Health
"Under the Federation-wideIFRC Emergency Appeal for Kenya: Complex Emergency, KRCS is delivering a coordinated, multi-sector response combining food assistance, safe water, health and nutrition services, cash, and livelihoods support.",Health
"Following an IPOA probe, a senior officer and colleague were charged with torture and abuse of office, demonstrating judicial follow-through.",Security
"The Kenya Cash Consortium's Locally Led Multi-Purpose Cash Response to Flood-Affected Refugees in Kenya: Endline - Baringo, Garissa, Marsabit, and Tana River Counties, April, 2024",Disaster/Health
Download KPSEA sample papers from the KNEC CBA portal now.,Education
"If in need call Ministry of Health emergency teams on: 0729471414 and 0732353535 for help or follow @MOH_Kenya , @SpokespersonGoK , @WHO . for #COVID19 updates",Public Health
Curbing the march of African Armyworm,Disaster/Health
Kwale County: Drought Early Warning Bulletin for May 2024,Disaster/Health
Strengthening Self-reliance among drought-affected communities in Eastern Africa,Disaster/Health
Kenya - Northern Kenya: Drought Severity and Population Exposure in Turkana County (28 Jan 2026),Disaster/Health
Mothers and newborns should attend postnatal check-ups within 48 hours after birth to detect any complications and promote healthy recovery.,Health
Egesa FM hosts career clinic in Nyamira county. Residents urged to embrace technical courses.,Governance
"Recha*, a group member, shared that since Acted started supporting their association in 2025, the situation is turning around.",Disaster/Health
"The type of scholarships includes those which are either fully or partially funded. Full scholarships cater for the cost of airfare, tuition and medical insurance in addition to a stipend which assists the student in paying for accommodation and meals. In Partial Scholarships, the donor country meets only part of the total expenses. Usually the donor country pays for tuition fees only. The student is required to meet the cost of airfare, accommodation, medical insurance cover and other expenses related to the course of study.",General
Expectant mothers should pack a clean birth kit by the 7th month of pregnancy for emergencies.,Health
"In the past year, WHO has supported 14 of the 47 counties in Kenya to develop a pool of facility-based mentors of emergency obstetric and newborn care, helping ensure that more women can access skilled care during pregnancy and childbirth, even in the most hard-to-reach areas.",Health
Kenyans are warned to avoid online forex traders promising guaranteed profits. CBK does not license individuals to offer such services.,Security
Policy Brief: From Stateless to Citizens: the journey of the Shona community in Kenya,Disaster/Health
Support distance learning 2024.,Education
Building on Ebola response to tackle COVID-19 in DRC25 June 2020,General
Always check weather forecasts before planning outdoor activities.,Security
Never leave children unattended near water bodies - drowning happens silently.,Security
The national HIV drug resistance working groups that coordinate WHO-recommended surveys must use a WHO-designated genotyping laboratory to provide quality-assured testing services for drug resistance surveys.,General
Tiaty worst hit with 40% of residents affected. 2 people lost their lives last month due to Malaria. Govt distributing long-lasting treated mosquito nets,Health
"East Africa Regional Maize Supply and Market Outlook, 29 November 2023",Disaster/Health
Missed Opportunities: A Scorecard on the Jubilee Administration and Lessons for the Next Government,Disaster/Health
"Announcement promoting community-based mental health outreach as anchor to Kenya's Mental Health Awareness Month theme of ""Community for Support"".",Health
Grow your business! Join agribusiness vocational courses.,Education
"Apr 15 - 4 min read PRIME Education CS now warns 'rogue' school officials He said co-curriculum activities should be based on the ministry's policies, guidelines and regulations.",Governance
Features stories on county spending,Education
Teachers: Report any political interference in schools to 0800721524.,Education
Peace Actors Forum Revives Coordination Activities to Address Conflict in Wajir,Disaster/Health
Apply TVET bursaries by March 15.,Education
"If you see water on the road, do not try to cross it - It may be deep.",Security
"Store sharp, toxic, or breakable items out of children's reach to prevent injuries.",Health
"As a catalyst for self-reliance and health security, the strategy advances Kenya's strategic interests regionally, riding on the goodwill of the President's lead role as AU champion on Local Manufacturing.",Health
A new solar dryers shows promise for improving sweet potatoes yields/profitability. Learn more about its application and benefits.,Agriculture
Embu (Mbeere) County: Drought Early Warning Bulletin for August 2023,Disaster/Health
Meru (Meru-North) County: Drought Early Warning Bulletin for July 2024,Disaster/Health
Ensure school vans are properly licensed and drivers vetted to prevent accidents and kidnappings.,Security
Lamu County: Drought Early Warning Bulletin for April 2024,Disaster/Health
Commissioner Cherera urges women to mobilise and bring out those not registered to enlist as voters,Governance
"Amid a high cross-border risk from the ongoing Ebola Bundibugyo virus disease outbreak in the Democratic Republic of the Congo and Uganda, the Government, with support from UN agencies and partners, has initiated preparedness measures.",Health
